ticker,name,sector,cap_band,market_cap,market_cap_b,d_setup,d_countdown,d_setup9_buy,d_setup9_sell,d_cd13_buy,d_cd13_sell,w_setup,w_countdown,w_setup9_buy,w_setup9_sell,w_cd13_buy,w_cd13_sell
INTU,Intuit,Information Technology,large,117565235200,117.57,7,-8,False,False,False,False,3,5,False,False,False,False
ISRG,Intuitive Surgical,Health Care,large,160561561600,160.56,-2,0,False,False,False,False,6,0,False,False,False,False
IVZ,Invesco,Financials,large,10710285312,10.71,-3,0,False,False,False,False,-3,-6,False,False,False,False
INVH,Invitation Homes,Real Estate,large,15662675968,15.66,-13,-4,False,False,False,False,-2,0,False,False,False,False
IQV,IQVIA,Health Care,large,29402220544,29.4,-2,0,False,False,False,False,-2,-11,False,False,False,False
IRM,Iron Mountain,Real Estate,large,30729562112,30.73,-10,-2,False,False,False,False,-2,-3,False,False,False,False
JBHT,J.B. Hunt,Industrials,large,20463374336,20.46,-10,-2,False,False,False,False,-3,-9,False,False,False,False
JBL,Jabil,Information Technology,large,28687304704,28.69,-9,-1,False,True,False,False,-3,0,False,False,False,False
JKHY,Jack Henry & Associates,Financials,large,11397951488,11.4,4,0,False,False,False,False,4,0,False,False,False,False
J,Jacobs Solutions,Industrials,large,15117666304,15.12,0,0,False,False,False,False,7,0,False,False,False,False
JNJ,Johnson & Johnson,Health Care,large,585701851136,585.7,7,0,False,False,False,False,-1,0,False,False,False,False
JCI,Johnson Controls,Industrials,large,81386438656,81.39,-9,0,False,True,False,False,-3,0,False,False,False,False
JPM,JPMorgan Chase,Financials,large,794545750016,794.55,-9,-1,False,True,False,False,-3,0,False,False,False,False
KVUE,Kenvue,Consumer Staples,large,32852785152,32.85,-4,0,False,False,False,False,6,0,False,False,False,False
KDP,Keurig Dr Pepper,Consumer Staples,large,34387836928,34.39,-5,12,False,False,False,False,7,0,False,False,False,False
KEY,KeyCorp,Financials,large,22305083392,22.31,-10,-2,False,False,False,False,-3,0,False,False,False,False
KEYS,Keysight Technologies,Information Technology,large,49952829440,49.95,-9,-1,False,True,False,False,-3,-4,False,False,False,False
KMB,Kimberly-Clark,Consumer Staples,large,31908022272,31.91,-4,0,False,False,False,False,6,0,False,False,False,False
KIM,Kimco Realty,Real Estate,large,15304586240,15.3,-10,-2,False,False,False,False,-2,-4,False,False,False,False
KMI,Kinder Morgan,Energy,large,73351872512,73.35,3,0,False,False,False,False,3,0,False,False,False,False
KKR,KKR & Co.,Financials,large,84489887744,84.49,-5,0,False,False,False,False,-2,0,False,False,False,False
KLAC,KLA Corporation,Information Technology,large,199301152768,199.3,-9,-1,False,True,False,False,-3,-8,False,False,False,False
KHC,Kraft Heinz,Consumer Staples,large,26977544192,26.98,3,0,False,False,False,False,0,0,False,False,False,False
KR,Kroger,Consumer Staples,large,44422897664,44.42,4,0,False,False,False,False,3,0,False,False,False,False
LHX,L3Harris,Industrials,large,66590814208,66.59,1,0,False,False,False,False,-1,0,False,False,False,False
LH,Labcorp,Health Care,large,22691387392,22.69,4,0,False,False,False,False,-1,0,False,False,False,False
LRCX,Lam Research,Information Technology,large,274367184896,274.37,-9,-1,False,True,False,False,-3,-6,False,False,False,False
LW,Lamb Weston,Consumer Staples,mid,5468845056,5.47,-5,0,False,False,False,False,-2,0,False,False,False,False
LVS,Las Vegas Sands,Consumer Discretionary,large,36741148672,36.74,-2,0,False,False,False,False,-1,0,False,False,False,False
LDOS,Leidos,Industrials,large,20073687040,20.07,4,0,False,False,False,False,11,3,False,False,False,False
LEN,Lennar,Consumer Discretionary,large,21416757248,21.42,-5,0,False,False,False,False,7,0,False,False,False,False
LII,Lennox International,Industrials,large,15945491456,15.95,-5,0,False,False,False,False,-2,0,False,False,False,False
LLY,Lilly (Eli),Health Care,large,837361664000,837.36,2,9,False,False,False,False,-1,0,False,False,False,False
LIN,Linde plc,Materials,large,232901902336,232.9,1,0,False,False,False,False,-3,0,False,False,False,False
LYV,Live Nation Entertainment,Communication Services,large,36570398720,36.57,-9,-1,False,True,False,False,-2,0,False,False,False,False
LMT,Lockheed Martin,Industrials,large,143529492480,143.53,3,12,False,False,False,False,6,0,False,False,False,False
L,Loews Corporation,Financials,large,22255169536,22.26,-8,0,False,False,False,False,-2,0,False,False,False,False
LOW,Lowe's,Consumer Discretionary,large,129596620800,129.6,-5,0,False,False,False,False,-2,0,False,False,False,False
LULU,Lululemon Athletica,Consumer Discretionary,large,18267686912,18.27,-9,0,False,True,False,False,1,0,False,False,False,False
LYB,LyondellBasell,Materials,large,25644730368,25.64,9,1,True,False,False,False,1,0,False,False,False,False
MTB,M&T Bank,Financials,large,31313893376,31.31,-10,-1,False,False,False,False,-2,-10,False,False,False,False
MPC,Marathon Petroleum,Energy,large,71247536128,71.25,5,0,False,False,False,False,2,0,False,False,False,False
MAR,Marriott International,Consumer Discretionary,large,87956324352,87.96,-10,-2,False,False,False,False,-3,-10,False,False,False,False
MRSH,Marsh McLennan,Financials,large,85543133184,85.54,1,0,False,False,False,False,11,3,False,False,False,False
MLM,Martin Marietta Materials,Materials,large,36017147904,36.02,-9,0,False,True,False,False,-2,-6,False,False,False,False
MAS,Masco,Industrials,large,12037251072,12.04,-5,0,False,False,False,False,-2,-3,False,False,False,False
MA,Mastercard,Financials,large,440364466176,440.36,-2,0,False,False,False,False,-2,0,False,False,False,False
MTCH,Match Group,Communication Services,mid,7422046720,7.42,-2,0,False,False,False,False,-3,0,False,False,False,False
MKC,McCormick & Company,Consumer Staples,large,13113207808,13.11,-6,0,False,False,False,False,-1,0,False,False,False,False
MCD,McDonald's,Consumer Discretionary,large,219176468480,219.18,3,0,False,False,False,False,5,0,False,False,False,False
MCK,McKesson Corporation,Health Care,large,109143719936,109.14,1,6,False,False,False,False,5,0,False,False,False,False
MDT,Medtronic,Health Care,large,111222947840,111.22,1,0,False,False,False,False,-2,0,False,False,False,False
MRK,Merck & Co.,Health Care,large,298838032384,298.84,1,0,False,False,False,False,-3,0,False,False,False,False
META,Meta Platforms,Communication Services,large,1453128548352,1453.13,0,0,False,False,False,False,-2,0,False,False,False,False
MET,MetLife,Financials,large,46596816896,46.6,-10,-2,False,False,False,False,-2,0,False,False,False,False
MTD,Mettler Toledo,Health Care,large,25608593408,25.61,-9,-1,False,True,False,False,-3,0,False,False,False,False
MGM,MGM Resorts,Consumer Discretionary,large,10032216064,10.03,3,0,False,False,False,False,-3,0,False,False,False,False
MCHP,Microchip Technology,Information Technology,large,35498487808,35.5,-9,-1,False,True,False,False,-3,0,False,False,False,False
MU,Micron Technology,Information Technology,large,413021306880,413.02,-9,-1,False,True,False,False,-1,-6,False,False,False,False
MSFT,Microsoft,Information Technology,large,2775695753216,2775.7,-2,0,False,False,False,False,-1,0,False,False,False,False
MAA,Mid-America Apartment Communities,Real Estate,large,14988545024,14.99,-10,0,False,False,False,False,-2,0,False,False,False,False
MRNA,Moderna,Health Care,large,19512074240,19.51,-5,0,False,False,False,False,-1,-6,False,False,False,False
MOH,Molina Healthcare,Health Care,mid,7260453888,7.26,1,0,False,False,False,False,-1,-12,False,False,False,False
TAP,Molson Coors Beverage Company,Consumer Staples,mid,8292085248,8.29,2,0,False,False,False,False,-2,0,False,False,False,False
MDLZ,Mondelez International,Consumer Staples,large,74247233536,74.25,0,0,False,False,False,False,-2,0,False,False,False,False
MPWR,Monolithic Power Systems,Information Technology,large,54937993216,54.94,-9,-1,False,True,False,False,-3,0,False,False,False,False
MNST,Monster Beverage,Consumer Staples,large,70797451264,70.8,1,4,False,False,False,False,-1,-10,False,False,False,False
MCO,Moody's Corporation,Financials,large,78462328832,78.46,1,0,False,False,False,False,-1,0,False,False,False,False
MS,Morgan Stanley,Financials,large,263283097600,263.28,-9,-1,False,True,False,False,-3,0,False,False,False,False
MOS,Mosaic Company (The),Materials,mid,8309112320,8.31,4,0,False,False,False,False,-1,9,False,False,False,False
MSI,Motorola Solutions,Information Technology,large,73110978560,73.11,3,0,False,False,False,False,5,-4,False,False,False,False
MSCI,MSCI Inc.,Financials,large,40027189248,40.03,1,0,False,False,False,False,4,0,False,False,False,False
NDAQ,"Nasdaq, Inc.",Financials,large,49476755456,49.48,4,-12,False,False,False,False,-1,0,False,False,False,False
NTAP,NetApp,Information Technology,large,20469536768,20.47,1,0,False,False,False,False,2,0,False,False,False,False
NFLX,Netflix,Communication Services,large,418504835072,418.5,-14,-6,False,False,False,False,-2,0,False,False,False,False
NEM,Newmont,Materials,large,124072050688,124.07,-14,0,False,False,False,False,-2,-8,False,False,False,False
NWSA,News Corp (Class A),Communication Services,large,14087340032,14.09,-5,0,False,False,False,False,-2,0,False,False,False,False
NWS,News Corp (Class B),Communication Services,large,15473740800,15.47,-5,0,False,False,False,False,-7,0,False,False,False,False
NEE,NextEra Energy,Utilities,large,194080063488,194.08,2,0,False,False,False,False,-3,0,False,False,False,False
NKE,"Nike, Inc.",Consumer Discretionary,large,65418137600,65.42,-2,0,False,False,False,False,7,0,False,False,False,False
NI,NiSource,Utilities,large,22725541888,22.73,2,0,False,False,False,False,-3,0,False,False,False,False
NDSN,Nordson Corporation,Industrials,large,14676665344,14.68,-5,0,False,False,False,False,-2,-7,False,False,False,False
NSC,Norfolk Southern,Industrials,large,64676745216,64.68,-10,-2,False,False,False,False,-2,0,False,False,False,False
NTRS,Northern Trust,Financials,large,26901946368,26.9,-9,-1,False,True,False,False,-3,-8,False,False,False,False
NOC,Northrop Grumman,Industrials,large,100260847616,100.26,5,0,False,False,False,False,5,0,False,False,False,False
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,mid,8623478784,8.62,-8,0,False,False,False,False,-2,0,False,False,False,False
NRG,NRG Energy,Utilities,large,32427720704,32.43,-9,-1,False,True,False,False,-2,0,False,False,False,False
NUE,Nucor,Materials,large,39282012160,39.28,-15,-6,False,False,False,False,-3,-10,False,False,False,False
NVDA,Nvidia,Information Technology,large,4311464017920,4311.46,-9,-1,False,True,False,False,-2,0,False,False,False,False
NVR,"NVR, Inc.",Consumer Discretionary,large,18615214080,18.62,-5,0,False,False,False,False,-2,0,False,False,False,False
NXPI,NXP Semiconductors,Information Technology,large,49161396224,49.16,-5,0,False,False,False,False,-2,0,False,False,False,False
ORLY,O’Reilly Automotive,Consumer Discretionary,large,76654485504,76.65,-5,0,False,False,False,False,-2,0,False,False,False,False
OXY,Occidental Petroleum,Energy,large,62447046656,62.45,9,1,True,False,False,False,1,0,False,False,False,False
ODFL,Old Dominion,Industrials,large,41401491456,41.4,-19,-10,False,False,False,False,-3,-7,False,False,False,False
OMC,Omnicom Group,Communication Services,large,23216261120,23.22,1,0,False,False,False,False,-1,0,False,False,False,False
ON,ON Semiconductor,Information Technology,large,25023911936,25.02,-9,-1,False,True,False,False,-3,-7,False,False,False,False
OKE,Oneok,Energy,large,55609896960,55.61,5,0,False,False,False,False,1,12,False,False,False,False
ORCL,Oracle Corporation,Information Technology,large,420995629056,421.0,-2,0,False,False,False,False,-1,0,False,False,False,False
OTIS,Otis Worldwide,Industrials,large,30343276544,30.34,-9,-1,False,True,False,False,0,0,False,False,False,False
PCAR,Paccar,Industrials,large,62223831040,62.22,-9,0,False,True,False,False,-2,-11,False,False,False,False
PKG,Packaging Corporation of America,Materials,large,18240571392,18.24,1,0,False,False,False,False,-1,-4,False,False,False,False
PLTR,Palantir Technologies,Information Technology,large,355068182528,355.07,5,0,False,False,False,False,3,5,False,False,False,False
PANW,Palo Alto Networks,Information Technology,large,133179367424,133.18,3,-13,False,False,False,True,4,0,False,False,False,False
PSKY,Paramount Skydance Corporation,Communication Services,large,10583775232,10.58,-1,0,False,False,False,False,0,0,False,False,False,False
PH,Parker Hannifin,Industrials,large,114612183040,114.61,-9,-1,False,True,False,False,-2,-12,False,False,False,False
PAYX,Paychex,Industrials,large,32855273472,32.86,7,0,False,False,False,False,4,7,False,False,False,False
PAYC,Paycom,Industrials,mid,6784200192,6.78,-1,-12,False,False,False,False,4,6,False,False,False,False
PYPL,PayPal,Financials,large,42422460416,42.42,-2,0,False,False,False,False,-2,0,False,False,False,False
PNR,Pentair,Industrials,large,14008888320,14.01,-5,0,False,False,False,False,-2,0,False,False,False,False
PEP,PepsiCo,Consumer Staples,large,214623387648,214.62,-5,5,False,False,False,False,-1,0,False,False,False,False
PFE,Pfizer,Health Care,large,161094254592,161.09,1,0,False,False,False,False,-3,0,False,False,False,False
PCG,PG&E Corporation,Utilities,large,39057891328,39.06,1,0,False,False,False,False,0,0,False,False,False,False
PM,Philip Morris International,Consumer Staples,large,246403645440,246.4,1,0,False,False,False,False,7,-3,False,False,False,False
PSX,Phillips 66,Energy,large,70615105536,70.62,9,1,True,False,False,False,2,0,False,False,False,False
PNW,Pinnacle West Capital,Utilities,large,12416983040,12.42,1,0,False,False,False,False,-3,0,False,False,False,False
PNC,PNC Financial Services,Financials,large,85593251840,85.59,-10,-1,False,False,False,False,-3,-11,False,False,False,False
POOL,Pool Corporation,Consumer Discretionary,mid,7465352192,7.47,-5,0,False,False,False,False,-2,0,False,False,False,False
PPG,PPG Industries,Materials,large,23104972800,23.1,-5,0,False,False,False,False,-2,-9,False,False,False,False
PPL,PPL Corporation,Utilities,large,29030494208,29.03,-13,0,False,False,False,False,-3,-5,False,False,False,False
PFG,Principal Financial Group,Financials,large,19794415616,19.79,1,-6,False,False,False,False,-2,-10,False,False,False,False
PG,Procter & Gamble,Consumer Staples,large,334433288192,334.43,1,0,False,False,False,False,-1,0,False,False,False,False
PGR,Progressive Corporation,Financials,large,114398216192,114.4,1,0,False,False,False,False,4,0,False,False,False,False
PLD,Prologis,Real Estate,large,124704497664,124.7,-10,-1,False,False,False,False,-3,0,False,False,False,False
PRU,Prudential Financial,Financials,large,33957840896,33.96,-2,0,False,False,False,False,-3,0,False,False,False,False
PEG,Public Service Enterprise Group,Utilities,large,40840777728,40.84,2,0,False,False,False,False,-1,0,False,False,False,False
PTC,PTC Inc.,Information Technology,large,16974794752,16.97,4,0,False,False,False,False,6,0,False,False,False,False
PSA,Public Storage,Real Estate,large,49213276160,49.21,-10,-2,False,False,False,False,-2,-4,False,False,False,False
PHM,PulteGroup,Consumer Discretionary,large,22536284160,22.54,-5,0,False,False,False,False,-2,0,False,False,False,False
PWR,Quanta Services,Industrials,large,83881140224,83.88,-9,-1,False,True,False,False,-3,-4,False,False,False,False
QCOM,Qualcomm,Information Technology,large,135428120576,135.43,-5,0,False,False,False,False,-1,0,False,False,False,False
DGX,Quest Diagnostics,Health Care,large,22028212224,22.03,3,0,False,False,False,False,6,0,False,False,False,False
RL,Ralph Lauren Corporation,Consumer Discretionary,large,21104162816,21.1,1,11,False,False,False,False,-3,0,False,False,False,False
RJF,Raymond James Financial,Financials,large,28080220160,28.08,-5,0,False,False,False,False,-2,-3,False,False,False,False
RTX,RTX Corporation,Industrials,large,264093614080,264.09,1,0,False,False,False,False,-1,-7,False,False,False,False
O,Realty Income,Real Estate,large,58007752704,58.01,-11,-3,False,False,False,False,0,0,False,False,False,False
REG,Regency Centers,Real Estate,large,14389221376,14.39,-11,-2,False,False,False,False,-2,-5,False,False,False,False
REGN,Regeneron Pharmaceuticals,Health Care,large,80542629888,80.54,0,0,False,False,False,False,-3,0,False,False,False,False
RF,Regions Financial Corporation,Financials,large,22857021440,22.86,-10,-1,False,False,False,False,-2,-9,False,False,False,False
RSG,Republic Services,Industrials,large,68955930624,68.96,5,0,False,False,False,False,5,0,False,False,False,False
RMD,ResMed,Health Care,large,32709584896,32.71,1,0,False,False,False,False,-1,0,False,False,False,False
RVTY,Revvity,Health Care,mid,9943788544,9.94,-9,-1,False,True,False,False,-2,0,False,False,False,False
HOOD,Robinhood Markets,Financials,large,62031249408,62.03,-2,0,False,False,False,False,-1,0,False,False,False,False
ROK,Rockwell Automation,Industrials,large,41040359424,41.04,-9,-1,False,True,False,False,-2,-9,False,False,False,False
ROL,"Rollins, Inc.",Industrials,large,25993658368,25.99,-9,-1,False,True,False,False,-1,0,False,False,False,False
ROP,Roper Technologies,Information Technology,large,38521286656,38.52,4,0,False,False,False,False,-1,4,False,False,False,False
ROST,Ross Stores,Consumer Discretionary,large,71543275520,71.54,1,0,False,False,False,False,-10,-2,False,False,False,False
RCL,Royal Caribbean Group,Consumer Discretionary,large,74611539968,74.61,-4,0,False,False,False,False,-2,0,False,False,False,False
SPGI,S&P Global,Financials,large,130555248640,130.56,1,-13,False,False,False,True,-1,0,False,False,False,False
CRM,Salesforce,Information Technology,large,175387656192,175.39,6,0,False,False,False,False,4,6,False,False,False,False
SNDK,Sandisk,Information Technology,large,103555375104,103.56,-9,-1,False,True,False,False,-3,-7,False,False,False,False
SBAC,SBA Communications,Real Estate,large,21557641216,21.56,1,0,False,False,False,False,-3,0,False,False,False,False
SLB,Schlumberger,Energy,large,74216030208,74.22,1,0,False,False,False,False,-4,-12,False,False,False,False
STX,Seagate Technology,Information Technology,large,96187531264,96.19,-9,-1,False,True,False,False,-3,-6,False,False,False,False
SRE,Sempra,Utilities,large,64810586112,64.81,2,0,False,False,False,False,-4,0,False,False,False,False
NOW,ServiceNow,Information Technology,large,107624587264,107.62,7,-5,False,False,False,False,4,6,False,False,False,False
SHW,Sherwin-Williams,Materials,large,78792376320,78.79,1,0,False,False,False,False,-2,0,False,False,False,False
SPG,Simon Property Group,Real Estate,large,61308936192,61.31,-11,-3,False,False,False,False,-2,0,False,False,False,False
SWKS,Skyworks Solutions,Information Technology,mid,8299119616,8.3,-8,0,False,False,False,False,-3,0,False,False,False,False
SJM,J.M. Smucker Company (The),Consumer Staples,large,10186107904,10.19,6,0,False,False,False,False,6,0,False,False,False,False
SW,Smurfit Westrock,Materials,large,20597938176,20.6,1,0,False,False,False,False,-2,-6,False,False,False,False
SNA,Snap-on,Industrials,large,19031123968,19.03,1,12,False,False,False,False,-2,-9,False,False,False,False
SOLV,Solventum,Health Care,large,11028950016,11.03,-5,0,False,False,False,False,-1,0,False,False,False,False
SO,Southern Company,Utilities,large,109084672000,109.08,2,0,False,False,False,False,-1,0,False,False,False,False
LUV,Southwest Airlines,Industrials,large,18473555968,18.47,-8,0,False,False,False,False,-2,-6,False,False,False,False
SWK,Stanley Black & Decker,Industrials,large,10658861056,10.66,-5,0,False,False,False,False,-2,-7,False,False,False,False
SBUX,Starbucks,Consumer Discretionary,large,102958538752,102.96,-8,0,False,False,False,False,-1,-4,False,False,False,False
STT,State Street Corporation,Financials,large,35975442432,35.98,-9,-1,False,True,False,False,-3,0,False,False,False,False
STLD,Steel Dynamics,Materials,large,26107807744,26.11,-5,-5,False,False,False,False,-2,0,False,False,False,False
STE,Steris,Health Care,large,21465733120,21.47,1,0,False,False,False,False,-2,0,False,False,False,False
SYK,Stryker Corporation,Health Care,large,126974607360,126.97,-8,0,False,False,False,False,-2,0,False,False,False,False
SMCI,Supermicro,Information Technology,large,13943189504,13.94,-3,0,False,False,False,False,-1,0,False,False,False,False
SYF,Synchrony Financial,Financials,large,24642906112,24.64,-10,-2,False,False,False,False,-3,0,False,False,False,False
SNPS,Synopsys,Information Technology,large,75848990720,75.85,-2,0,False,False,False,False,6,-13,False,False,False,True
SYY,Sysco,Consumer Staples,large,34080706560,34.08,1,0,False,False,False,False,7,-2,False,False,False,False
TMUS,T-Mobile US,Communication Services,large,225267220480,225.27,10,2,False,False,False,False,6,13,False,False,True,False
TROW,T. Rowe Price,Financials,large,19663632384,19.66,-5,0,False,False,False,False,-3,0,False,False,False,False
TTWO,Take-Two Interactive,Communication Services,large,37011017728,37.01,0,0,False,False,False,False,-1,-12,False,False,False,False
TPR,"Tapestry, Inc.",Consumer Discretionary,large,28896544768,28.9,-5,0,False,False,False,False,-2,0,False,False,False,False
TRGP,Targa Resources,Energy,large,52532068352,52.53,3,0,False,False,False,False,-14,0,False,False,False,False
TGT,Target Corporation,Consumer Staples,large,54546452480,54.55,3,0,False,False,False,False,-2,0,False,False,False,False
TEL,TE Connectivity,Information Technology,large,61369466880,61.37,-9,-1,False,True,False,False,0,0,False,False,False,False
TDY,Teledyne Technologies,Information Technology,large,28861689856,28.86,1,0,False,False,False,False,-2,-3,False,False,False,False
TER,Teradyne,Information Technology,large,48471285760,48.47,-9,0,False,True,False,False,-3,0,False,False,False,False
TSLA,"Tesla, Inc.",Consumer Discretionary,large,1353089417216,1353.09,-2,0,False,False,False,False,16,0,False,False,False,False
TXN,Texas Instruments,Information Technology,large,177421991936,177.42,-9,-1,False,True,False,False,-3,0,False,False,False,False
TPL,Texas Pacific Land Corporation,Energy,large,30626594816,30.63,4,0,False,False,False,False,4,0,False,False,False,False
TXT,Textron,Industrials,large,15335003136,15.34,-9,-1,False,True,False,False,-2,-8,False,False,False,False
TMO,Thermo Fisher Scientific,Health Care,large,182569648128,182.57,-5,0,False,False,False,False,-2,0,False,False,False,False
TJX,TJX Companies,Consumer Discretionary,large,179505889280,179.51,1,12,False,False,False,False,-3,0,False,False,False,False
TKO,TKO Group Holdings,Communication Services,large,16081219584,16.08,1,11,False,False,False,False,-3,0,False,False,False,False
TTD,Trade Desk (The),Communication Services,large,10495293440,10.5,-2,0,False,False,False,False,5,13,False,False,True,False
TSCO,Tractor Supply,Consumer Discretionary,large,23064713216,23.06,1,0,False,False,False,False,7,-13,False,False,False,True
TT,Trane Technologies,Industrials,large,94698078208,94.7,-9,-1,False,True,False,False,-3,0,False,False,False,False
TDG,TransDigm Group,Industrials,large,65904648192,65.9,-10,-2,False,False,False,False,-1,0,False,False,False,False
TRV,Travelers Companies (The),Financials,large,65578414080,65.58,0,0,False,False,False,False,-1,0,False,False,False,False
TRMB,Trimble Inc.,Information Technology,large,15493413888,15.49,1,0,False,False,False,False,-1,-13,False,False,False,True
TFC,Truist Financial,Financials,large,60329259008,60.33,-10,0,False,False,False,False,-3,-9,False,False,False,False
TYL,Tyler Technologies,Information Technology,large,14530334720,14.53,7,0,False,False,False,False,4,9,False,False,False,False
TSN,Tyson Foods,Consumer Staples,large,22754863104,22.75,-14,0,False,False,False,False,-3,-9,False,False,False,False
USB,U.S. Bancorp,Financials,large,82268192768,82.27,-10,-2,False,False,False,False,-3,-7,False,False,False,False
UBER,Uber,Industrials,large,147855048704,147.86,-2,0,False,False,False,False,4,0,False,False,False,False
UDR,"UDR, Inc.",Real Estate,large,13041581056,13.04,-9,-1,False,True,False,False,-1,-6,False,False,False,False
ULTA,Ulta Beauty,Consumer Discretionary,large,23839789056,23.84,-1,0,False,False,False,False,-1,0,False,False,False,False
UNP,Union Pacific Corporation,Industrials,large,145279008768,145.28,-10,-2,False,False,False,False,-2,0,False,False,False,False
UAL,United Airlines Holdings,Industrials,large,29851879424,29.85,-5,0,False,False,False,False,-3,0,False,False,False,False
UPS,United Parcel Service,Industrials,large,83420889088,83.42,-5,0,False,False,False,False,-2,-10,False,False,False,False
URI,United Rentals,Industrials,large,46120316928,46.12,-7,8,False,False,False,False,-2,0,False,False,False,False
UNH,UnitedHealth Group,Health Care,large,251662204928,251.66,-10,-2,False,False,False,False,-2,0,False,False,False,False
UHS,Universal Health Services,Health Care,large,10794009600,10.79,1,0,False,False,False,False,7,-12,False,False,False,False
VLO,Valero Energy,Energy,large,72989310976,72.99,5,0,False,False,False,False,1,0,False,False,False,False
VTR,Ventas,Real Estate,large,39550353408,39.55,-8,0,False,False,False,False,0,0,False,False,False,False
VLTO,Veralto,Industrials,large,21812695040,21.81,-10,-2,False,False,False,False,-1,0,False,False,False,False
VRSN,Verisign,Information Technology,large,24088094720,24.09,3,0,False,False,False,False,-7,0,False,False,False,False
VRSK,Verisk Analytics,Industrials,large,25795076096,25.8,7,-11,False,False,False,False,4,0,False,False,False,False
VZ,Verizon,Communication Services,large,208353607680,208.35,12,4,False,False,False,False,3,0,False,False,False,False
VRTX,Vertex Pharmaceuticals,Health Care,large,111447334912,111.45,-4,0,False,False,False,False,7,-12,False,False,False,False
VTRS,Viatris,Health Care,large,15479786496,15.48,-4,0,False,False,False,False,-1,0,False,False,False,False
VICI,Vici Properties,Real Estate,large,29568235520,29.57,-10,-2,False,False,False,False,-2,0,False,False,False,False
V,Visa Inc.,Financials,large,579954278400,579.95,-8,0,False,False,False,False,-1,0,False,False,False,False
VST,Vistra Corp.,Utilities,large,51181879296,51.18,-7,0,False,False,False,False,-1,0,False,False,False,False
VMC,Vulcan Materials Company,Materials,large,36546838528,36.55,-11,-3,False,False,False,False,-3,0,False,False,False,False
WRB,W. R. Berkley Corporation,Financials,large,25077596160,25.08,1,0,False,False,False,False,-1,0,False,False,False,False
GWW,W. W. Grainger,Industrials,large,52936982528,52.94,-10,0,False,False,False,False,-3,-7,False,False,False,False
WAB,Wabtec,Industrials,large,43407740928,43.41,1,-1,False,False,False,False,-3,0,False,False,False,False
WMT,Walmart,Consumer Staples,large,1002848518144,1002.85,0,0,False,False,False,False,-3,0,False,False,False,False
DIS,Walt Disney Company (The),Communication Services,large,171326914560,171.33,-5,0,False,False,False,False,-1,0,False,False,False,False
WBD,Warner Bros. Discovery,Communication Services,large,68484911104,68.48,1,0,False,False,False,False,1,-9,False,False,False,False
WM,Waste Management,Industrials,large,94953308160,94.95,4,0,False,False,False,False,4,0,False,False,False,False
WAT,Waters Corporation,Health Care,large,29846511616,29.85,-8,0,False,False,False,False,-3,0,False,False,False,False
WEC,WEC Energy Group,Utilities,large,38295760896,38.3,0,0,False,False,False,False,-3,0,False,False,False,False
WFC,Wells Fargo,Financials,large,248702222336,248.7,1,0,False,False,False,False,-3,0,False,False,False,False
WELL,Welltower,Real Estate,large,141176274944,141.18,-10,-2,False,False,False,False,-1,0,False,False,False,False
WST,West Pharmaceutical Services,Health Care,large,18366394368,18.37,-2,0,False,False,False,False,-3,0,False,False,False,False
WDC,Western Digital,Information Technology,large,100850032640,100.85,-9,-1,False,True,False,False,-3,0,False,False,False,False
WY,Weyerhaeuser,Real Estate,large,17610635264,17.61,1,0,False,False,False,False,-3,-5,False,False,False,False
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,large,21443121152,21.44,-5,0,False,False,False,False,-2,-5,False,False,False,False
WMB,Williams Companies,Energy,large,88045699072,88.05,2,0,False,False,False,False,5,0,False,False,False,False
WTW,Willis Towers Watson,Financials,large,27289731072,27.29,1,0,False,False,False,False,5,0,False,False,False,False
WDAY,"Workday, Inc.",Information Technology,large,34784378880,34.78,6,0,False,False,False,False,16,7,False,False,False,False
WYNN,Wynn Resorts,Consumer Discretionary,large,10640024576,10.64,-5,0,False,False,False,False,-3,0,False,False,False,False
XEL,Xcel Energy,Utilities,large,50371813376,50.37,2,0,False,False,False,False,0,0,False,False,False,False
XYL,Xylem Inc.,Industrials,large,29483327488,29.48,-9,-1,False,True,False,False,-2,0,False,False,False,False
YUM,Yum! Brands,Consumer Discretionary,large,43338829824,43.34,-8,0,False,False,False,False,-2,0,False,False,False,False
ZBRA,Zebra Technologies,Information Technology,large,10275670016,10.28,-10,-2,False,False,False,False,-2,0,False,False,False,False
ZBH,Zimmer Biomet,Health Care,large,18012721152,18.01,-13,-5,False,False,False,False,-2,0,False,False,False,False
ZTS,Zoetis,Health Care,large,51975360512,51.98,-2,0,False,False,False,False,-2,0,False,False,False,False
ALNY,Alnylam Pharmaceuticals,Health Care,large,42286891008,42.29,-2,0,False,False,False,False,-2,0,False,False,False,False
ARM,Arm Holdings,Technology,large,158354604032,158.35,-4,-8,False,False,False,False,-5,0,False,False,False,False
ASML,ASML Holding,Technology,large,517221810176,517.22,-5,0,False,False,False,False,-3,-8,False,False,False,False
TEAM,Atlassian,Technology,large,18011082752,18.01,6,0,False,False,False,False,16,6,False,False,False,False
CCEP,Coca-Cola Europacific Partners,Consumer Staples,large,41974009856,41.97,1,5,False,False,False,False,-1,-12,False,False,False,False
FER,Ferrovial,Industrials,large,48208359424,48.21,-10,-1,False,False,False,False,-3,0,False,False,False,False
