rank,ticker,name,commodity,cap_band,close,ret_period,bench_ret,rs_vs_bench,rs_5d,rs_21d,rs_trend,max_dd_period,bench_dd,dd_vs_bench,current_dd,peer_rs_score,vol_label,rel_vol,acc_watch,pass_trend,score,period_label,period_start,trading_days
1,047040.KS,Daewoo Eng & Co,uranium,large,32850.0,537.86,-8.77,546.63,-18.3,42.74,STRONG_DOWN,-25.54,-27.82,2.28,-11.57,100.0,LOW,0.1854,-,1,247.968,commodities_top_jan_2026,2026-01-29,72
2,DBG.V,Doubleview Gold,gold,small,2.7,117.74,-8.77,126.51,-17.09,-2.19,STRONG_DOWN,-33.21,-27.82,-5.39,-19.88,100.0,LOW,0.7137,-,1,82.221,commodities_top_jan_2026,2026-01-29,72
3,006360.KS,Gs En & Co,uranium,large,37350.0,99.41,-8.77,108.18,-14.0,-3.07,STRONG_DOWN,-21.19,-27.82,6.63,-13.34,98.39,LOW,0.5749,-,1,70.8,commodities_top_jan_2026,2026-01-29,72
4,ELVR,ELEVRA LITHIUM LTD,lithium,mid,97.99,91.87,-8.77,100.64,-5.75,54.08,STRONG_DOWN,-27.42,-27.82,0.4,-0.82,100.0,MED,1.0395,-,0,70.136,commodities_top_jan_2026,2026-01-29,72
5,CXU.AX,Cauldron Energy,uranium,small,0.06,76.47,-8.77,85.24,-13.8,-6.16,STRONG_DOWN,-42.86,-27.82,-15.04,-13.04,96.77,LOW,0.2907,-,1,67.639,commodities_top_jan_2026,2026-01-29,72
6,SGML,"ticker
SGML    SIGMA LITHIUM CORP
SGML    Sigma Lithium Corp
Name: name, dtype: object",lithium,mid,21.71,70.81,-8.77,79.58,-15.97,43.26,STRONG_DOWN,-44.75,-27.82,-16.93,-8.2,89.47,MED,1.1962,-,1,63.752,commodities_top_jan_2026,2026-01-29,72
7,ELV.AX,ELEVRA LITHIUM LTD,lithium,mid,13.51,80.86,-8.77,89.63,-8.16,51.82,STRONG_DOWN,-21.1,-27.82,6.72,-1.31,97.37,LOW,0.6701,-,0,63.047,commodities_top_jan_2026,2026-01-29,72
8,EUR.AX,EUROPEAN LITHIUM LTD,lithium,small,0.455,78.43,-8.77,87.2,-6.35,94.89,FLAT,-22.22,-27.82,5.6,-5.21,94.74,HIGH,2.3615,-,1,61.622,commodities_top_jan_2026,2026-01-29,72
9,GTWO.TO,G2 Golfields,gold,mid,12.05,58.97,-8.77,67.74,4.72,3.8,FLAT,-37.99,-27.82,-10.17,-2.82,99.05,LOW,0.3857,-,1,59.862,commodities_top_jan_2026,2026-01-29,72
10,2308.TW,Delta Electronics Inc,lithium,large,2200.0,75.3,-8.77,84.07,-13.06,30.81,STRONG_DOWN,-14.98,-27.82,12.84,-3.51,92.11,LOW,0.8729,-,1,57.409,commodities_top_jan_2026,2026-01-29,72
11,NEWP,New Pacific Metals,silver,mid,5.71,49.48,-8.77,58.25,-13.03,17.53,STRONG_DOWN,-41.19,-27.82,-13.37,-3.55,100.0,LOW,0.8208,-,1,57.311,commodities_top_jan_2026,2026-01-29,72
12,OM.TO,"ticker
OM.TO    Osisko Metals
OM.TO    Osisko Metals
Name: name, dtype: object",copper,mid,1.74,53.98,-8.77,62.75,2.31,15.43,STRONG_DOWN,-34.19,-27.82,-6.37,0.0,100.0,LOW,0.9664,-,1,57.011,commodities_top_jan_2026,2026-01-29,72
13,FDY.TO,Faraday Copper,copper,mid,5.28,53.49,-8.77,62.26,4.91,12.86,STRONG_DOWN,-33.95,-27.82,-6.13,-4.35,98.75,LOW,0.5757,-,1,56.368,commodities_top_jan_2026,2026-01-29,72
14,5802.T,Sumitomo Electric Industries,lithium,large,11305.0,65.99,-8.77,74.76,-1.22,15.54,STRONG_DOWN,-22.31,-27.82,5.51,-0.35,84.21,LOW,0.5694,-,1,53.514,commodities_top_jan_2026,2026-01-29,72
15,ABRA.TO,"ticker
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
Name: name, dtype: object",copper,mid,18.37,40.12,-8.77,48.89,1.24,25.08,STRONG_DOWN,-43.5,-27.82,-15.68,0.0,97.5,LOW,0.6386,-,1,53.51,commodities_top_jan_2026,2026-01-29,72
16,RUP.TO,Rupert Resources,gold,mid,10.92,51.46,-8.77,60.23,-5.31,61.52,FLAT,-26.77,-27.82,1.05,-8.24,98.1,LOW,0.542,-,1,53.207,commodities_top_jan_2026,2026-01-29,72
17,LAR.TO,LITHIUM ARGENTINA AG,lithium,mid,16.0,60.48,-8.77,69.25,1.8,54.24,STRONG_DOWN,-30.89,-27.82,-3.07,0.0,81.58,LOW,0.6065,-,1,53.095,commodities_top_jan_2026,2026-01-29,72
18,002812.SZ,YUNNAN ENERGY NEW MATERIAL-A,lithium,large,81.27,67.05,-8.77,75.82,-15.95,13.52,STRONG_DOWN,-11.41,-27.82,16.41,-7.17,86.84,MED,1.2584,-,1,51.457,commodities_top_jan_2026,2026-01-29,72
19,000720.KS,Hyundai En & Co,uranium,large,164000.0,51.67,-8.77,60.44,-10.8,-16.02,FLAT,-22.95,-27.82,4.87,-13.09,95.16,LOW,0.5332,-,1,51.263,commodities_top_jan_2026,2026-01-29,72
20,MOON.V,Blue Moon Metals,copper,mid,9.36,38.87,-8.77,47.64,-15.86,-15.46,STRONG_DOWN,-28.19,-27.82,-0.37,-19.24,96.25,LOW,0.4117,-,1,48.042,commodities_top_jan_2026,2026-01-29,72
21,LGD.TO,Liberty Gold Corp,gold,mid,1.5,28.21,-8.77,36.98,-3.46,8.18,STRONG_DOWN,-41.21,-27.82,-13.39,-12.79,97.14,LOW,0.8184,-,1,47.951,commodities_top_jan_2026,2026-01-29,72
22,028260.KS,Samsung C&T,uranium,large,422500.0,39.44,-8.77,48.21,29.38,33.8,STRONG_DOWN,-29.58,-27.82,-1.76,0.0,91.94,HIGH,1.9498,-,1,47.394,commodities_top_jan_2026,2026-01-29,72
23,066970.KS,L&F CO LTD,lithium,large,195800.0,49.81,-8.77,58.58,-11.8,3.42,STRONG_DOWN,-28.69,-27.82,-0.87,-8.08,76.32,LOW,0.9187,-,1,46.589,commodities_top_jan_2026,2026-01-29,72
24,002176.SZ,JIANGXI SPECIAL ELECTRIC -A,lithium,large,15.15,52.26,-8.77,61.03,-18.0,44.44,STRONG_DOWN,-18.99,-27.82,8.83,-5.84,78.95,HIGH,2.1082,-,1,45.448,commodities_top_jan_2026,2026-01-29,72
25,KGL.AX,KGL Resources,copper,small,0.32,30.61,-8.77,39.38,-10.57,15.59,STRONG_DOWN,-30.77,-27.82,-2.95,-9.86,95.0,LOW,0.0628,-,1,45.137,commodities_top_jan_2026,2026-01-29,72
26,ARE.TO,Aecon Group,uranium,mid,53.04,49.09,-8.77,57.86,-14.78,12.37,STRONG_DOWN,-6.7,-27.82,21.12,-6.7,93.55,MED,1.0996,-,1,44.873,commodities_top_jan_2026,2026-01-29,72
27,034020.KS,Doosan Enerbility,uranium,large,129600.0,37.87,-8.77,46.64,-10.19,25.13,STRONG_DOWN,-24.18,-27.82,3.64,-4.99,90.32,LOW,0.8155,-,1,44.66,commodities_top_jan_2026,2026-01-29,72
28,SSRM,"ticker
SSRM    SSR Mining Inc
SSRM    SSR Mining Inc
Name: name, dtype: object",silver,mid,34.2,27.52,-8.77,36.29,8.52,0.3,FLAT,-30.88,-27.82,-3.06,-2.51,96.67,LOW,0.6648,-,1,44.435,commodities_top_jan_2026,2026-01-29,72
29,ERA.AX,Energy Resources Of Australia,uranium,mid,0.004,33.33,-8.77,42.1,-12.16,-2.93,STRONG_DOWN,-25.0,-27.82,2.82,0.0,88.71,HIGH,7.5306,-,1,42.607,commodities_top_jan_2026,2026-01-29,72
30,COSA.V,Cosa Resources,uranium,small,0.75,20.97,-8.77,29.74,-7.99,7.36,STRONG_DOWN,-42.74,-27.82,-14.92,-3.85,85.48,LOW,0.3767,-,1,42.016,commodities_top_jan_2026,2026-01-29,72
31,7JR.MU,Northam Platinum,palladium,small,18.5,20.58,-8.77,29.35,0.65,-4.53,FLAT,-24.8,-27.82,3.02,-3.65,100.0,LOW,0.0,-,1,40.834,commodities_top_jan_2026,2026-01-29,72
32,GMIN.TO,G Mining Venture,gold,large,53.71,16.96,-8.77,25.73,2.12,0.26,FLAT,-34.19,-27.82,-6.37,-7.52,95.24,LOW,0.7528,-,1,40.775,commodities_top_jan_2026,2026-01-29,72
33,GLAD.V,Gladiator Metals,copper,small,1.51,18.9,-8.77,27.67,-2.74,19.33,STRONG_DOWN,-31.25,-27.82,-3.43,-5.63,92.5,LOW,0.378,-,1,39.847,commodities_top_jan_2026,2026-01-29,72
34,GEV,GE Vernova Inc,lithium,large,1040.15,45.08,-8.77,53.85,-15.31,1.99,STRONG_DOWN,-11.51,-27.82,16.31,-9.52,73.68,LOW,0.7296,-,1,38.751,commodities_top_jan_2026,2026-01-29,72
35,GGP.L,"ticker
GGP.L    Greatland Resources
GGP.L    Greatland Resources
Name: name, dtype: object",copper,mid,778.0,16.48,-8.77,25.25,-4.25,-0.77,STRONG_DOWN,-32.07,-27.82,-4.25,-2.08,91.25,MED,1.2521,-,1,38.75,commodities_top_jan_2026,2026-01-29,72
36,052690.KS,Kepco En & Co,uranium,large,173600.0,25.07,-8.77,33.84,-20.11,-2.47,STRONG_DOWN,-24.1,-27.82,3.72,-10.88,87.1,LOW,0.9727,-,1,38.55,commodities_top_jan_2026,2026-01-29,72
37,AMM.V,Almaden Minerals,gold,small,0.26,13.04,-8.77,21.81,-12.16,20.88,STRONG_DOWN,-34.38,-27.82,-6.56,-18.75,92.38,HIGH,1.5421,-,1,38.406,commodities_top_jan_2026,2026-01-29,72
38,603659.SS,,Unknown,small,33.99,23.1,-8.77,31.87,-21.81,10.12,STRONG_DOWN,-12.86,-27.82,14.96,-9.65,100.0,MED,1.4472,-,1,38.26,commodities_top_jan_2026,2026-01-29,72
39,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,large,58.41,42.73,-8.77,51.5,-13.69,31.47,STRONG_DOWN,-15.23,-27.82,12.59,-8.73,71.05,HIGH,1.8502,-,1,38.138,commodities_top_jan_2026,2026-01-29,72
40,SVM,Silvercorp Metals,silver,mid,13.5,11.57,-8.77,20.34,-1.23,14.46,STRONG_DOWN,-34.46,-27.82,-6.64,-3.09,93.33,LOW,0.6731,-,1,38.127,commodities_top_jan_2026,2026-01-29,72
41,NUCL,Eagle Nuclear Energy,uranium,small,9.68,11.91,-8.77,20.68,-23.76,9.49,STRONG_DOWN,-44.28,-27.82,-16.46,-26.72,82.26,LOW,0.8144,-,0,37.888,commodities_top_jan_2026,2026-01-29,72
42,MAH.AX,Machahon Holdings,gold,mid,0.775,17.39,-8.77,26.16,-8.13,-12.29,FLAT,-22.01,-27.82,5.81,-9.88,96.19,LOW,0.2976,-,1,37.578,commodities_top_jan_2026,2026-01-29,72
43,KCN.AX,"ticker
KCN.AX    Kingsgate Consolidated Ord Shs
KCN.AX    Kingsgate Consolidated Ord Shs
Name: name, dtype: object",silver,mid,6.94,5.3,-8.77,14.07,1.43,30.02,FLAT,-43.14,-27.82,-15.32,-3.75,90.0,LOW,0.5489,-,1,37.224,commodities_top_jan_2026,2026-01-29,72
44,BHP,BHP Group ADR,copper,large,84.72,19.7,-8.77,28.47,-3.36,7.36,STRONG_DOWN,-19.8,-27.82,8.02,0.0,93.75,LOW,0.5802,-,1,37.107,commodities_top_jan_2026,2026-01-29,72
45,PLS.AX,PLS GROUP LTD,lithium,large,6.26,36.38,-8.77,45.15,-8.69,13.86,STRONG_DOWN,-21.33,-27.82,6.49,-1.73,65.79,LOW,0.7156,-,1,35.85,commodities_top_jan_2026,2026-01-29,72
46,WDO.TO,Wesdome Gold Mines,gold,mid,28.09,15.17,-8.77,23.94,9.02,-4.02,FLAT,-20.86,-27.82,6.96,-3.77,94.29,MED,1.1917,-,1,35.775,commodities_top_jan_2026,2026-01-29,72
47,MKO.V,Mako Mining Corp,gold,mid,11.09,8.2,-8.77,16.97,-3.11,14.17,STRONG_DOWN,-31.85,-27.82,-4.03,-3.23,91.43,LOW,0.3325,-,1,35.426,commodities_top_jan_2026,2026-01-29,72
48,AYA.TO,Aya Gold & Silver,gold,mid,26.44,3.61,-8.77,12.38,-3.22,14.73,FLAT,-41.38,-27.82,-13.56,-10.46,86.67,LOW,0.7678,-,1,35.021,commodities_top_jan_2026,2026-01-29,72
49,AUGO,"ticker
AUGO    Aura Minerals
AUGO    Aura Minerals
Name: name, dtype: object",copper,large,82.11,10.77,-8.77,19.54,-11.66,-22.41,FLAT,-31.42,-27.82,-3.6,-24.77,86.25,LOW,0.7294,-,1,34.771,commodities_top_jan_2026,2026-01-29,72
50,5713.T,Sumitomo Metal Mining Co Ltd,copper,large,10615.0,9.07,-8.77,17.84,-2.32,9.09,STRONG_DOWN,-35.85,-27.82,-8.03,-17.63,83.75,LOW,0.6973,-,1,34.67,commodities_top_jan_2026,2026-01-29,72
51,0666.HK,REPT Bettero Energy Co,lithium,large,16.18,36.66,-8.77,45.43,-26.32,-3.91,STRONG_DOWN,-14.16,-27.82,13.66,-14.16,68.42,LOW,0.5959,-,1,34.6,commodities_top_jan_2026,2026-01-29,72
52,EMAS.JK,Merdeka Gold Resources,gold,large,7725.0,13.19,-8.77,21.96,-25.36,-7.56,STRONG_DOWN,-20.36,-27.82,7.46,-20.36,93.33,MED,1.0324,-,0,34.545,commodities_top_jan_2026,2026-01-29,72
53,KRY.V,Koryx Copper,copper,small,3.25,10.17,-8.77,18.94,1.08,-4.75,FLAT,-30.79,-27.82,-2.97,-14.47,85.0,LOW,0.66,-,1,33.967,commodities_top_jan_2026,2026-01-29,72
54,PNN.AX,Power Minerals,uranium,small,0.125,13.64,-8.77,22.41,1.48,-6.78,FLAT,-25.93,-27.82,1.89,-10.71,83.87,LOW,0.6208,-,1,33.558,commodities_top_jan_2026,2026-01-29,72
55,ALS.TO,Altius Minerals,copper,mid,53.43,16.3,-8.77,25.07,-7.41,0.55,STRONG_DOWN,-16.0,-27.82,11.82,0.0,90.0,MED,1.0432,-,1,33.482,commodities_top_jan_2026,2026-01-29,72
56,PDI.AX,Predictive Discovery,gold,mid,0.945,5.59,-8.77,14.36,-6.57,-1.32,STRONG_DOWN,-30.85,-27.82,-3.03,-6.9,88.57,LOW,0.5693,-,1,33.224,commodities_top_jan_2026,2026-01-29,72
57,PAF.L,Pan African Resources,gold,mid,151.14,4.96,-8.77,13.73,-3.95,-4.47,FLAT,-31.51,-27.82,-3.69,-17.59,87.62,LOW,0.6262,-,1,32.885,commodities_top_jan_2026,2026-01-29,72
58,MAU.TO,Montage Gold,gold,mid,14.5,6.7,-8.77,15.47,-3.71,-14.84,FLAT,-25.76,-27.82,2.06,-14.86,90.48,LOW,0.3354,-,1,32.714,commodities_top_jan_2026,2026-01-29,72
59,NDA.DE,Aurubis AG,copper,large,186.6,14.91,-8.77,23.68,-8.03,6.51,STRONG_DOWN,-15.28,-27.82,12.54,-3.37,88.75,HIGH,3.0018,-,1,32.335,commodities_top_jan_2026,2026-01-29,72
60,DVP.AX,Develop Global,copper,mid,6.03,8.26,-8.77,17.03,-0.49,4.94,STRONG_DOWN,-31.38,-27.82,-3.56,0.0,81.25,HIGH,1.8254,-,1,32.255,commodities_top_jan_2026,2026-01-29,72
61,AU,Anglo Gold Ashanti,gold,large,107.03,1.69,-8.77,10.46,5.86,-4.97,FLAT,-36.59,-27.82,-8.77,-15.15,84.76,LOW,0.9622,-,1,32.243,commodities_top_jan_2026,2026-01-29,72
62,ARG.TO,Amerigo Resources,copper,mid,6.6,9.0,-8.77,17.77,-2.52,13.46,STRONG_DOWN,-28.72,-27.82,-0.9,0.0,82.5,MED,1.1598,-,1,32.128,commodities_top_jan_2026,2026-01-29,72
63,EDV.L,Endeavour Mining,gold,large,4797.0,6.19,-8.77,14.96,-0.55,-2.07,FLAT,-24.49,-27.82,3.33,-9.3,89.52,LOW,0.7068,-,1,31.841,commodities_top_jan_2026,2026-01-29,72
64,NEXA,Nexa Resources S.A.,copper,mid,14.33,3.39,-8.77,12.16,-19.77,17.99,FLAT,-37.31,-27.82,-9.49,-14.29,80.0,MED,1.1276,-,1,31.711,commodities_top_jan_2026,2026-01-29,72
65,AGI,Alamos Gold Inc,gold,large,43.38,3.07,-8.77,11.84,-1.1,-13.45,FLAT,-30.78,-27.82,-2.96,-21.53,85.71,LOW,0.7759,-,1,31.337,commodities_top_jan_2026,2026-01-29,72
66,3939.HK,"ticker
3939.HK    Wanguo Gold Group
3939.HK       Wanguo Gold GP
Name: name, dtype: object",gold,large,13.27,-2.78,-8.77,5.99,9.03,-10.27,FLAT,-40.82,-27.82,-13.0,-27.88,82.86,MED,1.4203,-,1,31.154,commodities_top_jan_2026,2026-01-29,72
67,SASK.V,Atha Energy Corp.,uranium,small,1.15,3.6,-8.77,12.37,-0.51,40.82,FLAT,-36.94,-27.82,-9.12,-1.71,77.42,LOW,0.4014,-,1,30.91,commodities_top_jan_2026,2026-01-29,72
68,MGA.TO,Mega Uranium Ltd.,uranium,small,0.74,7.25,-8.77,16.02,-9.38,12.69,STRONG_DOWN,-27.78,-27.82,0.04,-6.33,80.65,LOW,0.6248,-,1,30.591,commodities_top_jan_2026,2026-01-29,72
69,002466.SZ,TIANQI LITHIUM CORP-A,lithium,large,76.05,28.64,-8.77,37.41,-11.46,31.19,STRONG_DOWN,-17.24,-27.82,10.58,-6.93,60.53,HIGH,1.712,-,1,29.949,commodities_top_jan_2026,2026-01-29,72
70,SKE,"ticker
SKE    Skeena Resources Ltd
SKE    Skeena Resources Ltd
Name: name, dtype: object",silver,mid,31.81,-3.28,-8.77,5.49,-4.04,-7.78,FLAT,-31.09,-27.82,-3.27,-16.55,86.67,LOW,0.6876,-,1,29.178,commodities_top_jan_2026,2026-01-29,72
71,CNL,Collective Mining,gold,mid,18.27,-2.51,-8.77,6.26,-6.92,-6.32,STRONG_DOWN,-32.71,-27.82,-4.89,-12.12,83.81,LOW,0.5038,-,1,29.114,commodities_top_jan_2026,2026-01-29,72
72,300750.SZ,CONTEMPORARY AMPEREX TECHN-A,lithium,large,437.0,29.84,-8.77,38.61,-13.96,12.49,STRONG_DOWN,-9.84,-27.82,17.98,-5.0,63.16,MED,1.0489,-,1,28.998,commodities_top_jan_2026,2026-01-29,72
73,ANTO.L,Antofagasta,copper,large,3904.5,3.14,-8.77,11.91,-2.2,3.26,STRONG_DOWN,-29.45,-27.82,-1.63,-12.35,78.75,LOW,0.801,-,1,28.878,commodities_top_jan_2026,2026-01-29,72
74,A1M.AX,Aic Mines,copper,small,0.63,-2.33,-8.77,6.44,-5.38,8.57,FLAT,-41.5,-27.82,-13.68,-14.29,73.75,MED,1.0122,-,1,28.805,commodities_top_jan_2026,2026-01-29,72
75,KNT.TO,K92 Mining Inc,gold,large,26.6,-4.52,-8.77,4.25,-1.09,3.85,STRONG_DOWN,-38.35,-27.82,-10.53,-19.81,79.05,LOW,0.6955,-,1,28.574,commodities_top_jan_2026,2026-01-29,72
76,LUN.TO,Lundin Mining,copper,large,37.16,0.09,-8.77,8.86,-1.53,-8.14,FLAT,-33.67,-27.82,-5.85,-16.25,77.5,LOW,0.9962,-,1,28.549,commodities_top_jan_2026,2026-01-29,72
77,BTG,B2gold Corp,gold,large,5.3,-4.14,-8.77,4.63,11.67,4.57,FLAT,-36.63,-27.82,-8.81,-14.32,80.0,MED,1.0056,-,1,28.495,commodities_top_jan_2026,2026-01-29,72
78,NDM.TO,Northern Dynasty Minerals,copper,mid,2.91,-5.83,-8.77,2.94,-8.97,16.82,FLAT,-49.68,-27.82,-21.86,-6.13,68.75,LOW,0.5026,-,1,28.359,commodities_top_jan_2026,2026-01-29,72
79,HAR.AX,Haranga Resources,uranium,small,0.145,0.0,-8.77,8.77,-4.75,25.96,FLAT,-34.38,-27.82,-6.56,-9.38,75.81,MED,1.272,-,1,28.219,commodities_top_jan_2026,2026-01-29,72
80,GLEN.L,Glencore,copper,large,563.2,10.9,-8.77,19.67,-12.11,-2.44,STRONG_DOWN,-8.13,-27.82,19.69,-0.99,87.5,MED,1.1449,-,1,28.211,commodities_top_jan_2026,2026-01-29,72
81,AGMR.TO,Silver Mountain Resources,silver,small,4.17,-8.35,-8.77,0.42,5.64,7.68,FLAT,-43.49,-27.82,-15.67,-29.44,76.67,LOW,0.3738,-,1,27.87,commodities_top_jan_2026,2026-01-29,72
82,FSM,"ticker
FSM    Fortuna Mining
FSM    Fortuna Mining
Name: name, dtype: object",silver,mid,10.76,-6.35,-8.77,2.42,4.54,-0.26,FLAT,-37.26,-27.82,-9.44,-21.23,80.0,LOW,0.862,-,1,27.8,commodities_top_jan_2026,2026-01-29,72
83,ASA,ASA Gold & Precious Metals,gold,mid,69.12,-3.98,-8.77,4.79,-1.94,-0.32,STRONG_DOWN,-32.51,-27.82,-4.69,-14.92,80.95,LOW,0.5298,-,1,27.608,commodities_top_jan_2026,2026-01-29,72
84,SEDG,Solar Edge Technologies inc.,lithium,mid,41.3,21.33,-8.77,30.1,-12.69,-4.03,STRONG_DOWN,-27.07,-27.82,0.75,-20.38,52.63,MED,1.0123,-,1,27.604,commodities_top_jan_2026,2026-01-29,72
85,ENR.DE,Siemens Energy AG,lithium,large,178.14,25.02,-8.77,33.79,-11.4,5.32,STRONG_DOWN,-16.56,-27.82,11.26,-5.05,57.89,LOW,0.8712,-,1,27.505,commodities_top_jan_2026,2026-01-29,72
86,PAAS,Pan American Silver,silver,large,59.14,-6.31,-8.77,2.46,3.55,-0.33,FLAT,-31.9,-27.82,-4.08,-13.69,83.33,LOW,0.8826,-,1,27.207,commodities_top_jan_2026,2026-01-29,72
87,WPM,"ticker
WPM    Wheaton Precious Metals
WPM    Wheaton Precious Metals
WPM    Wheaton Precious Metals
WPM    Wheaton Precious Metals
Name: name, dtype: object",palladium,large,138.85,-8.93,-8.77,-0.16,-0.31,-7.07,FLAT,-30.84,-27.82,-3.02,-16.08,87.5,MED,1.2554,-,1,27.092,commodities_top_jan_2026,2026-01-29,72
88,ENS,ENERSYS,lithium,large,229.82,24.53,-8.77,33.3,-3.33,17.38,STRONG_DOWN,-18.32,-27.82,9.5,0.0,55.26,LOW,0.9929,-,1,27.048,commodities_top_jan_2026,2026-01-29,72
89,ARIS,Aris Mining Corp,gold,mid,19.7,-3.76,-8.77,5.01,0.28,-7.95,FLAT,-28.97,-27.82,-1.15,-13.14,81.9,LOW,0.6073,-,1,26.919,commodities_top_jan_2026,2026-01-29,72
90,MYRUF,Myriad Uranium Corp.,uranium,small,0.3567,-3.55,-8.77,5.22,-5.6,3.85,STRONG_DOWN,-37.95,-27.82,-10.13,-23.79,72.58,LOW,0.1493,-,1,26.901,commodities_top_jan_2026,2026-01-29,72
91,CNL.TO,Collective Mining,copper,mid,24.94,-0.95,-8.77,7.82,-6.26,-7.41,FLAT,-32.0,-27.82,-4.18,-12.21,75.0,LOW,0.4821,-,1,26.882,commodities_top_jan_2026,2026-01-29,72
92,LTR.AX,LIONTOWN LTD,lithium,large,2.45,19.51,-8.77,28.28,-10.92,22.39,STRONG_DOWN,-29.51,-27.82,-1.69,-7.2,50.0,LOW,0.4622,-,1,26.819,commodities_top_jan_2026,2026-01-29,72
93,SA,Seabridge Gold Inc,gold,mid,31.21,-6.95,-8.77,1.82,-1.33,-2.74,FLAT,-37.92,-27.82,-10.1,-20.69,75.24,LOW,0.5406,-,1,26.33,commodities_top_jan_2026,2026-01-29,72
94,PPTA.TO,Perpetua Resources,gold,mid,40.98,-5.2,-8.77,3.57,-0.41,-4.07,FLAT,-32.46,-27.82,-4.64,-19.47,78.1,LOW,0.7613,-,1,26.25,commodities_top_jan_2026,2026-01-29,72
95,002460.SZ,,Unknown,small,84.77,14.91,-8.77,23.68,-14.61,4.42,STRONG_DOWN,-14.72,-27.82,13.1,-7.3,66.67,MED,1.2517,-,1,25.543,commodities_top_jan_2026,2026-01-29,72
96,HBM,"ticker
HBM    Hudbay Minerals Inc
HBM    Hudbay Minerals Inc
Name: name, dtype: object",gold,large,25.02,-6.99,-8.77,1.78,2.77,-0.1,FLAT,-36.16,-27.82,-8.34,-11.66,74.29,LOW,0.6744,-,1,25.501,commodities_top_jan_2026,2026-01-29,72
97,BVN,Buenaventura Mining,gold,large,35.36,-5.56,-8.77,3.21,-0.01,-6.6,FLAT,-30.64,-27.82,-2.82,-16.68,77.14,LOW,0.4928,-,1,25.272,commodities_top_jan_2026,2026-01-29,72
98,IPT.AX,Impact Minerals,platinum,small,0.051,-25.0,-8.77,-16.23,-5.91,1.15,FLAT,-33.33,-27.82,-5.51,-26.09,100.0,LOW,0.6802,-,0,25.161,commodities_top_jan_2026,2026-01-29,72
99,GENM.TO,"ticker
GENM.TO    Generation Mining Ltd
GENM.TO    Generation Mining Ltd
Name: name, dtype: object",palladium,small,0.66,-10.81,-8.77,-2.04,-3.96,1.83,FLAT,-38.37,-27.82,-10.55,-23.26,75.0,LOW,0.3834,-,1,24.849,commodities_top_jan_2026,2026-01-29,72
100,GORO,Gold Resources Corp.,gold,small,1.31,-9.03,-8.77,-0.26,-12.92,-14.42,FLAT,-41.42,-27.82,-13.6,-22.94,69.52,MED,1.2727,-,1,24.832,commodities_top_jan_2026,2026-01-29,72
101,HBM.TO,Hudbay Minerals,copper,large,34.27,-5.46,-8.77,3.31,3.46,-1.15,FLAT,-35.94,-27.82,-8.12,-11.3,70.0,LOW,0.8323,-,1,24.76,commodities_top_jan_2026,2026-01-29,72
102,8001.T,Itochu Corp,uranium,large,2010.0,3.66,-8.77,12.43,-9.53,-3.4,STRONG_DOWN,-14.24,-27.82,13.58,-10.5,79.03,MED,1.192,-,1,24.607,commodities_top_jan_2026,2026-01-29,72
103,OBM.AX,ORA Banda Mining,gold,mid,1.35,-6.9,-8.77,1.87,-8.71,-2.19,STRONG_DOWN,-30.0,-27.82,-2.18,-16.67,76.19,LOW,0.3705,-,1,24.259,commodities_top_jan_2026,2026-01-29,72
104,ASL.AX,Andean Silver,silver,small,2.13,-8.97,-8.77,-0.2,-1.8,5.19,FLAT,-34.86,-27.82,-7.04,-15.14,73.33,LOW,0.7212,-,1,24.031,commodities_top_jan_2026,2026-01-29,72
105,SLS.TO,Solaris Resources,copper,mid,13.96,-3.52,-8.77,5.25,-6.56,0.02,STRONG_DOWN,-27.01,-27.82,0.81,-5.74,72.5,MED,1.1408,-,1,23.607,commodities_top_jan_2026,2026-01-29,72
106,FFM.TO,Firefly Metals,copper,mid,1.95,-7.58,-8.77,1.19,-3.83,-6.87,FLAT,-35.56,-27.82,-7.74,-13.33,67.5,LOW,0.6689,-,1,23.048,commodities_top_jan_2026,2026-01-29,72
107,FPC.V,Falco Resources,gold,small,0.505,-9.82,-8.77,-1.05,-2.38,23.32,FLAT,-39.29,-27.82,-11.47,-9.82,66.67,MED,1.2753,-,1,23.022,commodities_top_jan_2026,2026-01-29,72
108,7011.T,Mitsubishi Heavy Ind.,uranium,large,4510.0,-0.14,-8.77,8.63,-18.14,-7.69,STRONG_DOWN,-18.5,-27.82,9.32,-12.96,74.19,LOW,0.9634,-,1,22.913,commodities_top_jan_2026,2026-01-29,72
109,AG,First Majestic Silver,silver,large,21.86,-13.13,-8.77,-4.36,0.64,3.29,FLAT,-42.92,-27.82,-15.1,-31.71,66.67,LOW,0.6811,-,1,22.787,commodities_top_jan_2026,2026-01-29,72
110,AMI.AX,"ticker
AMI.AX    Aurelia Metals
AMI.AX    Aurelia Metals
Name: name, dtype: object",copper,small,0.315,-8.7,-8.77,0.07,-5.38,13.73,FLAT,-36.23,-27.82,-8.41,-8.7,66.25,LOW,0.8744,-,1,22.426,commodities_top_jan_2026,2026-01-29,72
