ticker,name,sector,industry,market_cap,cap_band,benchmark
UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,,2873150976,mid,SPY
JOE,ST JOE,Real Estate,,3762056448,mid,SPY
CPRX,CATALYST PHARMACEUTICALS INC,Health Care,,3034706944,mid,SPY
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Financials,,2827820288,mid,SPY
FCPT,FOUR CORNERS PROPERTY INC TRUST,Real Estate,,2606444800,mid,SPY
RELY,REMITLY GLOBAL INC,Financials,,3374683392,mid,SPY
CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,,2753717504,mid,SPY
VCYT,VERACYTE INC,Health Care,,2562534144,mid,SPY
PLUG,PLUG POWER INC,Industrials,,3359431936,mid,SPY
FFBC,FIRST FINANCIAL BANCORP,Financials,,2936777472,mid,SPY
NG,NOVAGOLD RESOURCES INC,Materials,,3981091584,mid,SPY
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary,,5507125248,mid,SPY
POWI,POWER INTEGRATIONS INC,Information Technology,,2906744320,mid,SPY
CWT,CALIFORNIA WATER SERVICE GROUP,Utilities,,2758481408,mid,SPY
NIC,NICOLET BANKSHARES INC,Financials,,3181524224,mid,SPY
APGE,APOGEE THERAPEUTICS INC,Health Care,,6291566080,mid,SPY
MGRC,MCGRATH RENT,Industrials,,2646491392,mid,SPY
IVT,INVENTRUST PROPERTIES CORP,Real Estate,,2387697664,mid,SPY
CURB,CURBLINE PROPERTIES,Real Estate,,2764050176,mid,SPY
SBCF,SEACOAST BANKING OF FLORIDA,Financials,,2984802560,mid,SPY
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,,2641093376,mid,SPY
ADEA,ADEIA INC,Information Technology,,2775342336,mid,SPY
PFSI,PENNYMAC FINANCIAL SERVICES INC,Financials,,4700315648,mid,SPY
ACAD,ACADIA PHARMACEUTICALS INC,Health Care,,3784980480,mid,SPY
IBRX,IMMUNITYBIO INC,Health Care,,7538842112,mid,SPY
PRVA,PRIVIA HEALTH GROUP INC,Health Care,,2623428352,mid,SPY
HGV,HILTON GRAND VACATIONS INC,Consumer Discretionary,,3296857600,mid,SPY
TENB,TENABLE HOLDINGS INC,Information Technology,,2098072192,mid,SPY
ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,,2930908672,mid,SPY
CVBF,CVB FINANCIAL CORP,Financials,,2669833984,mid,SPY
PFS,PROVIDENT FINANCIAL SERVICES INC,Financials,,2783830784,mid,SPY
TRN,TRINITY INDUSTRIES INC,Industrials,,2643551744,mid,SPY
BEAM,BEAM THERAPEUTICS INC,Health Care,,2511774976,mid,SPY
PHIN,PHINIA INC,Consumer Discretionary,,2637936640,mid,SPY
PPTA,PERPETUA RESOURCES CORP,Materials,,3664035072,mid,SPY
NGVT,INGEVITY CORP,Materials,,2508899840,mid,SPY
MCY,MERCURY GENERAL CORP,Financials,,4885830656,mid,SPY
WAFD,WAFD INC,Financials,,2431391232,mid,SPY
CTRI,CENTURI HOLDINGS INC,Industrials,,3007354624,mid,SPY
TOWN,TOWNEBANK,Financials,,3128178176,mid,SPY
BBT,BEACON FINANCIAL CORP,Financials,,2538243072,mid,SPY
DHT,DHT HOLDINGS INC,Energy,,3005036800,mid,SPY
VRRM,VERRA MOBILITY CORP CLASS A,Industrials,,2316875776,mid,SPY
WRBY,WARBY PARKER INC CLASS A,Consumer Discretionary,,2484465408,mid,SPY
LQDA,LIQUIDIA CORP,Health Care,,3320151808,mid,SPY
UNFI,UNITED NATURAL FOODS INC,Consumer Staples,,2732182528,mid,SPY
ACMR,ACM RESEARCH CLASS A INC,Information Technology,,2664596736,mid,SPY
SHOO,STEVEN MADDEN LTD,Consumer Discretionary,,2478272512,mid,SPY
ERAS,ERASCA INC,Health Care,,5535340032,mid,SPY
VC,VISTEON CORP,Consumer Discretionary,,2493387776,mid,SPY
ABM,ABM INDUSTRIES INC,Industrials,,2268929024,mid,SPY
ANDE,ANDERSONS INC,Consumer Staples,,2499864320,mid,SPY
LMAT,LEMAITRE VASCULAR INC,Health Care,,2471224576,mid,SPY
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,,2579309568,mid,SPY
AMR,ALPHA METALLURGICAL RESOURCE INC,Materials,,2691312896,mid,SPY
TRMK,TRUSTMARK CORP,Financials,,2507353344,mid,SPY
SPSC,SPS COMMERCE INC,Information Technology,,2114726144,mid,SPY
FRME,FIRST MERCHANTS CORP,Financials,,2499576064,mid,SPY
CSGS,CSG SYSTEMS INTERNATIONAL INC,Industrials,,2283066880,mid,SPY
GEO,GEO GROUP INC,Industrials,,2474941440,mid,SPY
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,,2852458752,mid,SPY
HNI,HNI CORP,Industrials,,2337609984,mid,SPY
DYN,DYNE THERAPEUTICS INC,Health Care,,3109111040,mid,SPY
PRK,PARK NATIONAL CORP,Financials,,2974270208,mid,SPY
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,,2414022400,mid,SPY
TVTX,TRAVERE THERAPEUTICS INC,Health Care,,2807832832,mid,SPY
VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care,,1925571712,small,SPY
CHEF,CHEFS WAREHOUSE INC,Consumer Staples,,2348383488,mid,SPY
UPST,UPSTART HOLDINGS INC,Financials,,2508407552,mid,SPY
AMBA,AMBARELLA INC,Information Technology,,2213090048,mid,SPY
NTCT,NETSCOUT SYSTEMS INC,Information Technology,,2330550784,mid,SPY
ALRM,ALARM.COM HOLDINGS INC,Information Technology,,2178245632,mid,SPY
DNTH,DIANTHUS THERAPEUTICS INC,Health Care,,4553019392,mid,SPY
NSIT,INSIGHT ENTERPRISES INC,Information Technology,,2078315520,mid,SPY
EYE,NATIONAL VISION HOLDINGS INC,Consumer Discretionary,,1881866880,small,SPY
NMRK,NEWMARK GROUP INC CLASS A,Real Estate,,3747023872,mid,SPY
RXO,RXO INC,Industrials,,2460785408,mid,SPY
BELFB,BEL FUSE INC CLASS B,Information Technology,,2590114304,mid,SPY
DNOW,DNOW INC,Industrials,,2251061504,mid,SPY
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,,2271879936,mid,SPY
BANC,BANC OF CALIFORNIA INC,Financials,,2723417088,mid,SPY
BCRX,BIOCRYST PHARMACEUTICALS INC,Health Care,,2262221824,mid,SPY
CXW,CORECIVIC REIT INC,Industrials,,2145031296,mid,SPY
DAVE,DAVE INC CLASS A,Financials,,2289932544,mid,SPY
HURN,HURON CONSULTING GROUP INC,Industrials,,2160774400,mid,SPY
BANF,BANCFIRST CORP,Financials,,3658763776,mid,SPY
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,,2203026944,mid,SPY
FBNC,FIRST BANCORP,Financials,,2317334528,mid,SPY
ATRO,ASTRONICS CORP,Industrials,,2492671488,mid,SPY
VSH,VISHAY INTERTECHNOLOGY INC,Information Technology,,2523056896,mid,SPY
CPRI,CAPRI HOLDINGS LTD,Consumer Discretionary,,2140146944,mid,SPY
OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,,2393841920,mid,SPY
MTX,MINERALS TECHNOLOGIES INC,Materials,,2157607680,mid,SPY
VERA,VERA THERAPEUTICS INC CLASS A,Health Care,,2915592448,mid,SPY
HLIO,HELIOS TECHNOLOGIES INC,Industrials,,2228553728,mid,SPY
FBK,FB FINANCIAL CORP,Financials,,2855431168,mid,SPY
KN,KNOWLES CORP,Information Technology,,2212652544,mid,SPY
TBBK,BANCORP INC,Financials,,2444016128,mid,SPY
CUBI,CUSTOMERS BANCORP INC,Financials,,2408879360,mid,SPY
NBTB,NBT BANCORP INC,Financials,,2252620288,mid,SPY
AMPX,AMPRIUS TECHNOLOGIES INC,Industrials,,2192304128,mid,SPY
BUSE,FIRST BUSEY CORP,Financials,,2208284928,mid,SPY
CASH,PATHWARD FINANCIAL INC,Financials,,2010510592,mid,SPY
HUBG,HUB GROUP INC CLASS A,Industrials,,2234514688,mid,SPY
BL,BLACKLINE INC,Information Technology,,2161490176,mid,SPY
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,,3013803776,mid,SPY
PLAB,PHOTRONICS INC,Information Technology,,2408776960,mid,SPY
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care,,2218244864,mid,SPY
EWTX,EDGEWISE THERAPEUTICS INC,Health Care,,3575326720,mid,SPY
MRX,MAREX GROUP PLC,Financials,,3149312000,mid,SPY
NHC,NATIONAL HEALTHCARE CORP,Health Care,,2529348096,mid,SPY
PLUS,EPLUS,Information Technology,,2041345536,mid,SPY
CLMT,CALUMET INC,Energy,,3042385920,mid,SPY
ARCB,ARCBEST CORP,Industrials,,2262582784,mid,SPY
TNGX,TANGO THERAPEUTICS INC,Health Care,,3086359552,mid,SPY
DRH,DIAMONDROCK HOSPITALITY,Real Estate,,1937313152,small,SPY
ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,,2280467200,mid,SPY
EXTR,EXTREME NETWORKS INC,Information Technology,,2062380032,mid,SPY
LUNR,INTUITIVE MACHINES INC CLASS A,Industrials,,3823347712,mid,SPY
BANR,BANNER CORP,Financials,,2100427904,mid,SPY
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Consumer Discretionary,,2311934976,mid,SPY
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,,2846979328,mid,SPY
BHE,BENCHMARK ELECTRONICS INC,Information Technology,,2018357376,mid,SPY
LION,LIONSGATE STUDIOS CORP,Communication,,2794503168,mid,SPY
NEOG,NEOGEN CORP,Health Care,,2046919424,mid,SPY
IMNM,IMMUNOME INC,Health Care,,2470829056,mid,SPY
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,,2025237120,mid,SPY
GNL,GLOBAL NET LEASE INC,Real Estate,,2062972672,mid,SPY
TXG,10X GENOMICS INC CLASS A,Health Care,,2852707840,mid,SPY
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,,1870392192,small,SPY
BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,,2805224448,mid,SPY
LGN,LEGENCE CORP CLASS A,Industrials,,6636086272,mid,SPY
DX,DYNEX CAPITAL REIT INC,Financials,,2599524608,mid,SPY
EVTC,EVERTEC INC,Financials,,1796026368,small,SPY
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,,1902079232,small,SPY
HTO,H2O AMERICA,Utilities,,2475195392,mid,SPY
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,,3981107456,mid,SPY
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,,5279554048,mid,SPY
ARR,ARMOUR RESIDENTIAL REIT INC,Financials,,2104234240,mid,SPY
TALO,TALOS ENERGY INC,Energy,,2660324096,mid,SPY
ATKR,ATKORE INC,Industrials,,2075991040,mid,SPY
CLDX,CELLDEX THERAPEUTICS INC,Health Care,,2067550592,mid,SPY
KALU,KAISER ALUMINIUM CORP,Materials,,2133618432,mid,SPY
ADUS,ADDUS HOMECARE CORP,Health Care,,1707568768,small,SPY
VECO,VEECO INSTRUMENTS INC,Information Technology,,2075071232,mid,SPY
GTY,GETTY REALTY REIT CORP,Real Estate,,1943439232,small,SPY
ROG,ROGERS CORP,Information Technology,,1881648256,small,SPY
DGII,DIGI INTERNATIONAL INC,Information Technology,,1879053568,small,SPY
CALY,CALLAWAY GOLF COMPANY,Consumer Discretionary,,2553387520,mid,SPY
DBD,DIEBOLD NIXDORF INC,Information Technology,,2773248512,mid,SPY
STC,STEWART INFO SERVICES CORP,Financials,,1846940672,small,SPY
RAMP,LIVERAMP HOLDINGS INC,Information Technology,,1728702592,small,SPY
MGNI,MAGNITE INC,Communication,,1716492416,small,SPY
GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary,,1905339776,small,SPY
WT,WISDOMTREE INC,Financials,,2046361344,mid,SPY
LTC,LTC PROPERTIES REIT INC,Real Estate,,1863259904,small,SPY
CNS,COHEN & STEERS INC,Financials,,3220342272,mid,SPY
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,,2027699328,mid,SPY
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,,1827445760,small,SPY
PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,,2890230016,mid,SPY
XMTR,XOMETRY INC CLASS A,Industrials,,2194764288,mid,SPY
AGYS,AGILYSYS INC,Information Technology,,1998215296,small,SPY
NWBI,NORTHWEST BANCSHARES INC,Financials,,1889583360,small,SPY
RCUS,ARCUS BIOSCIENCES INC,Health Care,,2878023680,mid,SPY
RCAT,RED CAT HOLDINGS INC,Industrials,,1567535616,small,SPY
ALG,ALAMO GROUP INC,Industrials,,2046767360,mid,SPY
NN,NEXTNAV INC,Information Technology,,2244108032,mid,SPY
SPB,SPECTRUM BRANDS HOLDINGS INC,Consumer Staples,,1716128256,small,SPY
ZD,ZIFF DAVIS INC,Communication,,1634182528,small,SPY
DCO,DUCOMMUN INC,Industrials,,1903941760,small,SPY
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,,1759467136,small,SPY
GRAL,GRAIL INC,Health Care,,2255704064,mid,SPY
BLBD,BLUE BIRD CORP,Industrials,,1853704960,small,SPY
HMN,HORACE MANN EDUCATORS CORP,Financials,,1757997440,small,SPY
BLKB,BLACKBAUD INC,Information Technology,,1819133824,small,SPY
DXPE,DXP ENTERPRISES INC,Industrials,,2247469568,mid,SPY
OFG,OFG BANCORP,Financials,,1788683776,small,SPY
CWK,CUSHMAN AND WAKEFIELD LTD,Real Estate,,2893134592,mid,SPY
SGHC,SUPER GROUP LTD,Consumer Discretionary,,5374927872,mid,SPY
HCI,HCI GROUP INC,Financials,,1988938368,small,SPY
AUPH,AURINIA PHARMACEUTICALS INC,Health Care,,2075676928,mid,SPY
FUN,SIX FLAGS ENTERTAINMENT CORP,Consumer Discretionary,,1708360064,small,SPY
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,,1707570688,small,SPY
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary,,2010999424,mid,SPY
DFTX,DEFINIUM THERAPEUTICS INC,Health Care,,2061757312,mid,SPY
CECO,CECO ENVIRONMENTAL CORP,Industrials,,2217700096,mid,SPY
BUR,BURFORD CAPITAL LTD,Financials,,906235392,small,SPY
KWR,QUAKER HOUGHTON CORP,Materials,,2090090112,mid,SPY
NTST,NETSTREIT CORP,Real Estate,,2119675520,mid,SPY
DAWN,DAY ONE BIOPHARMACEUTICALS INC,Health Care,,2215735552,mid,SPY
BFH,BREAD FINANCIAL HOLDINGS INC,Financials,,3329711872,mid,SPY
STEL,STELLAR BANCORP INC,Financials,,1859278464,small,SPY
BBAI,BIGBEAR.AI HOLDINGS INC,Information Technology,,1704282496,small,SPY
IMVT,IMMUNOVANT INC,Health Care,,4986538496,mid,SPY
GEF,GREIF INC CLASS A,Materials,,3820271872,mid,SPY
IOSP,INNOSPEC INC,Materials,,1836667648,small,SPY
WERN,WERNER ENTERPRISES INC,Industrials,,1823622016,small,SPY
EOSE,EOS ENERGY ENTERPRISES INC CLASS A,Industrials,,1686988288,small,SPY
IMAX,IMAX CORP,Communication,,2166739712,mid,SPY
VCEL,VERICEL CORP,Health Care,,1738804736,small,SPY
ADNT,ADIENT PLC,Consumer Discretionary,,1612316032,small,SPY
FRSH,FRESHWORKS INC CLASS A,Information Technology,,2364004864,mid,SPY
TNDM,TANDEM DIABETES CARE INC,Health Care,,1271545600,small,SPY
SPNT,SIRIUSPOINT LTD,Financials,,2596014592,mid,SPY
USAR,USA RARE EARTH INC CLASS A,Materials,,3470180864,mid,SPY
IPAR,INTERPARFUMS INC,Consumer Staples,,2906024448,mid,SPY
BRZE,BRAZE INC CLASS A,Information Technology,,2686465280,mid,SPY
SYBT,STOCK YARDS BANCORP INC,Financials,,1983165312,small,SPY
OI,O I GLASS INC,Materials,,1589703296,small,SPY
PTON,PELOTON INTERACTIVE CLASS A INC,Consumer Discretionary,,1948739968,small,SPY
HLMN,HILLMAN SOLUTIONS CORP,Industrials,,1586208640,small,SPY
SONO,SONOS INC,Consumer Discretionary,,1641450624,small,SPY
CRVL,CORVEL CORP,Health Care,,2790908928,mid,SPY
CHCO,CITY HOLDING,Financials,,1750751616,small,SPY
VVX,V2X INC,Industrials,,2181091584,mid,SPY
TNK,TEEKAY TANKERS LTD CLASS A,Energy,,2667230464,mid,SPY
ICHR,ICHOR HOLDINGS LTD,Information Technology,,1667085184,small,SPY
AGIO,AGIOS PHARMACEUTICALS INC,Health Care,,2062444544,mid,SPY
DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,,1675477504,small,SPY
OCUL,OCULAR THERAPEUTIX INC,Health Care,,1848203136,small,SPY
ORKA,ORUKA THERAPEUTICS INC,Health Care,,2641121024,mid,SPY
THR,THERMON GROUP HOLDINGS INC,Industrials,,1711679616,small,SPY
OMCL,OMNICELL INC,Health Care,,1551636736,small,SPY
HLF,HERBALIFE LTD,Consumer Staples,,1436363136,small,SPY
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,,1497959296,small,SPY
BKE,BUCKLE INC,Consumer Discretionary,,2564993024,mid,SPY
GBX,GREENBRIER INC,Industrials,,1645007232,small,SPY
AORT,ARTIVION INC,Health Care,,1636192640,small,SPY
TPB,TURNING POINT BRANDS INC,Consumer Staples,,1395626624,small,SPY
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,,1956776832,small,SPY
ECPG,ENCORE CAPITAL GROUP INC,Financials,,1586683520,small,SPY
ATEN,A10 NETWORKS INC,Information Technology,,1720682368,small,SPY
HTH,HILLTOP HOLDINGS INC,Financials,,2203534336,mid,SPY
CRK,COMSTOCK RESOURCES INC,Energy,,5745184768,mid,SPY
PACS,PACS GROUP INC,Health Care,,5051283968,mid,SPY
TIC,TIC SOLUTIONS INC,Industrials,,1537407232,small,SPY
ASGN,ASGN INC,Information Technology,,1667435008,small,SPY
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,,1999600896,small,SPY
SLNO,SOLENO THERAPEUTICS INC,Health Care,,2121008896,mid,SPY
TILE,INTERFACE INC,Industrials,,1484873344,small,SPY
LC,LENDINGCLUB CORP,Financials,,1651116544,small,SPY
SMR,NUSCALE POWER CORP CLASS A,Industrials,,3233821696,mid,SPY
AVPT,AVEPOINT INC CLASS A,Information Technology,,2146629632,mid,SPY
WOR,WORTHINGTON ENTERPRISES INC,Industrials,,2584569600,mid,SPY
NVAX,NOVAVAX INC,Health Care,,1254606848,small,SPY
NRIX,NURIX THERAPEUTICS INC,Health Care,,1603824256,small,SPY
BWIN,BALDWIN INSURANCE GROUP INC CLASS,Financials,,2161715968,mid,SPY
WLY,JOHN WILEY AND SONS INC CLASS A,Communication,,2004162944,mid,SPY
UFPT,UFP TECHNOLOGIES INC,Health Care,,1481107840,small,SPY
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate,,1412701824,small,SPY
UPWK,UPWORK INC,Industrials,,1429364352,small,SPY
STBA,S AND T BANCORP INC,Financials,,1557779456,small,SPY
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,,1456234880,small,SPY
YELP,YELP INC,Communication,,1546523520,small,SPY
IRON,DISC MEDICINE INC,Health Care,,2487272960,mid,SPY
ATEC,ALPHATEC HOLDNGS INC,Health Care,,1639192192,small,SPY
XPRO,EXPRO GROUP HOLDINGS NV,Energy,,1895334272,small,SPY
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,,1421936512,small,SPY
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,,1655588992,small,SPY
VRE,VERIS RESIDENTIAL INC,Real Estate,,1939686144,small,SPY
INTA,INTAPP INC,Information Technology,,2030138240,mid,SPY
WD,WALKER & DUNLOP INC,Financials,,1513643904,small,SPY
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,,1781639296,small,SPY
QUBT,QUANTUM COMPUTING INC,Information Technology,,1542577792,small,SPY
NNI,NELNET INC CLASS A,Financials,,4644013056,mid,SPY
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,,1483937152,small,SPY
NVTS,NAVITAS SEMICONDUCTOR CORP,Information Technology,,2030976384,mid,SPY
MQ,MARQETA INC CLASS A,Financials,,1747194112,small,SPY
ALMS,ALUMIS INC,Health Care,,2972648704,mid,SPY
BULL,WEBULL CORP CLASS A,Financials,,2523032576,mid,SPY
TCBK,TRICO BANCSHARES,Financials,,1563485184,small,SPY
FLYW,FLYWIRE CORP,Financials,,1438655232,small,SPY
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,,1490355200,small,SPY
ARLO,ARLO TECHNOLOGIES INC,Information Technology,,1499181440,small,SPY
ATRC,ATRICURE INC,Health Care,,1447973760,small,SPY
COHU,COHU INC,Information Technology,,1506990720,small,SPY
RLAY,RELAY THERAPEUTICS INC,Health Care,,2241221632,mid,SPY
BLX,BANCO LATINOAMERICANO DE COMERCIO,Financials,,1946395264,small,SPY
STOK,STOKE THERAPEUTICS INC,Health Care,,1936596992,small,SPY
PRCT,PROCEPT BIOROBOTICS CORP,Health Care,,1416521728,small,SPY
GABC,GERMAN AMERICAN BANCORP INC,Financials,,1601846016,small,SPY
NVRI,ENVIRI CORP,Industrials,,1620844928,small,SPY
SILA,SILA RLTY TR INC TRUST,Real Estate,,1311549312,small,SPY
WVE,WAVE LIFE SCIENCES LTD,Health Care,,1370496128,small,SPY
PRGS,PROGRESS SOFTWARE CORP,Information Technology,,1084847616,small,SPY
INVA,INNOVIVA INC,Health Care,,1715881600,small,SPY
HCSG,HEALTHCARE SERVICES GROUP INC,Industrials,,1292858624,small,SPY
AXGN,AXOGEN INC,Health Care,,1787356032,small,SPY
WTTR,SELECT WATER SOLUTIONS INC CLASS A,Energy,,2095820544,mid,SPY
INOD,INNODATA INC,Industrials,,1254214272,small,SPY
MXL,MAXLINEAR INC,Information Technology,,1570963456,small,SPY
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,,1970709504,small,SPY
SLVM,SYLVAMO CORP,Materials,,1688189184,small,SPY
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,,1305961728,small,SPY
ECVT,ECOVYST INC,Materials,,1486813184,small,SPY
LZB,LA-Z-BOY INC,Consumer Discretionary,,1303467520,small,SPY
AAMI,ACADIAN ASSET MANAGEMENT INC,Financials,,1974743552,small,SPY
LKFN,LAKELAND FINANCIAL CORP,Financials,,1514727168,small,SPY
NTLA,INTELLIA THERAPEUTICS INC,Health Care,,1551093504,small,SPY
CTS,CTS CORP,Information Technology,,1404394240,small,SPY
WGS,GENEDX HOLDINGS CORP CLASS A,Health Care,,1938914560,small,SPY
HOPE,HOPE BANCORP INC,Financials,,1491009408,small,SPY
QCRH,QCR HOLDINGS INC,Financials,,1469172352,small,SPY
PGNY,PROGYNY INC,Health Care,,1359577088,small,SPY
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary,,1307596928,small,SPY
ANIP,ANI PHARMACEUTICALS INC,Health Care,,1666620672,small,SPY
BRSL,BRIGHTSTAR LOTTERY PLC,Consumer Discretionary,,2349049088,mid,SPY
PRLB,PROTO LABS INC,Industrials,,1373490944,small,SPY
ENOV,ENOVIS CORP,Health Care,,1296029696,small,SPY
SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,,1345188352,small,SPY
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,,1631804288,small,SPY
ARDX,ARDELYX INC,Health Care,,1456769664,small,SPY
LEG,LEGGETT & PLATT INC,Consumer Discretionary,,1316653824,small,SPY
HG,HAMILTON INSURANCE GROUP LTD CLASS,Financials,,3016181504,mid,SPY
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials,,1527878144,small,SPY
KW,KENNEDY WILSON HOLDINGS INC,Real Estate,,1505109248,small,SPY
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,,1415515392,small,SPY
PAYO,PAYONEER GLOBAL INC,Financials,,1753686400,small,SPY
KSS,KOHLS CORP,Consumer Discretionary,,1438589056,small,SPY
DCOM,DIME COMMUNITY BANCSHARES INC,Financials,,1502459520,small,SPY
CBZ,CBIZ INC,Industrials,,1520572928,small,SPY
SOC,SABLE OFFSHORE CORP CLASS A,Energy,,2263141376,mid,SPY
USLM,UNITED STATES LIME AND MINERALS IN,Materials,,3889379840,mid,SPY
BORR,BORR DRILLING LTD,Energy,,1793897344,small,SPY
IE,IVANHOE ELECTRIC INC,Materials,,1918981888,small,SPY
KOS,KOSMOS ENERGY LTD,Energy,,1731997696,small,SPY
UNIT,UNITI GROUP INC,Communication,,2469626368,mid,SPY
DEI,DOUGLAS EMMETT REIT INC,Real Estate,,1887548544,small,SPY
FIGS,FIGS INC CLASS A,Consumer Discretionary,,2439088640,mid,SPY
ABR,ARBOR REALTY TRUST REIT INC,Financials,,1589133056,small,SPY
UVV,UNIVERSAL CORP,Consumer Staples,,1310726656,small,SPY
LNN,LINDSAY CORP,Industrials,,1091185792,small,SPY
NESR,NATIONAL ENERGY SERVICES REUNITED,Energy,,2282044160,mid,SPY
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care,,1642709120,small,SPY
TFIN,TRIUMPH FINANCIAL INC,Financials,,1426448256,small,SPY
PRA,PROASSURANCE CORP,Financials,,1264775680,small,SPY
SRCE,1ST SOURCE CORP,Financials,,1727044864,small,SPY
WKC,WORLD KINECT CORP,Energy,,1302853376,small,SPY
MLKN,MILLERKNOLL INC,Industrials,,988014912,small,SPY
VTOL,BRISTOW GROUP INC,Energy,,1378982912,small,SPY
CNOB,CONNECTONE BANCORP INC,Financials,,1358889600,small,SPY
FIVN,FIVE9 INC,Information Technology,,1174022912,small,SPY
ICFI,ICF INTERNATIONAL INC,Industrials,,1237051008,small,SPY
CMPR,CIMPRESS PLC,Industrials,,1829412864,small,SPY
CRI,CARTERS INC,Consumer Discretionary,,1308842880,small,SPY
GRC,GORMAN-RUPP,Industrials,,1644552576,small,SPY
WINA,WINMARK CORP,Consumer Discretionary,,1539829248,small,SPY
AMLX,AMYLYX PHARMACEUTICALS INC,Health Care,,1652527232,small,SPY
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,,1604498688,small,SPY
NVCR,NOVOCURE LTD,Health Care,,1200530944,small,SPY
WABC,WESTAMERICA BANCORPORATION,Financials,,1262061312,small,SPY
ACT,ENACT HOLDINGS INC,Financials,,5851598336,mid,SPY
SFL,SFL LTD,Energy,,1451698432,small,SPY
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary,,1729230080,small,SPY
LPG,DORIAN LPG LTD,Energy,,1479800832,small,SPY
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples,,1730767616,small,SPY
ALKT,ALKAMI TECHNOLOGY INC,Information Technology,,1757813248,small,SPY
ASTE,ASTEC INDUSTRIES INC,Industrials,,1261958528,small,SPY
OBK,ORIGIN BANCORP INC,Financials,,1295119232,small,SPY
DOLE,DOLE PLC,Consumer Staples,,1385597312,small,SPY
JBLU,JETBLUE AIRWAYS CORP,Industrials,,1672940928,small,SPY
DCH,DAUCH CORPORATION,Consumer Discretionary,,1444155904,small,SPY
PUMP,PROPETRO HOLDING CORP,Energy,,1701015168,small,SPY
CAPR,CAPRICOR THERAPEUTICS INC,Health Care,,1846666496,small,SPY
LADR,LADDER CAPITAL CORP CLASS A,Financials,,1245203200,small,SPY
ANAB,ANAPTYSBIO INC,Health Care,,1658199424,small,SPY
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,,1149085312,small,SPY
TGLS,TECNOGLASS INC,Industrials,,2038810368,mid,SPY
BFC,BANK FIRST CORP,Financials,,1534517888,small,SPY
TNC,TENNANT,Industrials,,1257638400,small,SPY
