rank,ticker,name,sector,cap_band,close,ret_period,bench_ret,rs_vs_bench,rs_5d,rs_21d,rs_trend,max_dd_period,bench_dd,dd_vs_bench,current_dd,peer_rs_score,vol_label,rel_vol,acc_watch,pass_trend,score,period_label,period_start,trading_days
123,AUE.AX,Aurum Resources Limited,Gold,small,0.57,-24.0,-5.44,-18.56,-8.33,-0.63,FLAT,-33.97,-30.84,-3.13,-26.92,24.34,MED,1.1882,-,0,0.817,current,2025-12-25,63
124,DGR.AX,DGR Global Limited,Gold,small,0.03,-23.08,-5.44,-17.64,-7.35,13.26,FLAT,-30.77,-30.84,0.07,-23.08,25.66,LOW,0.6152,-,1,0.621,current,2025-12-25,63
125,TSO.AX,Tesoro Gold Limited,Gold,small,0.955,-25.68,-5.44,-20.24,-4.13,10.36,FLAT,-41.05,-30.84,-10.21,-32.98,18.42,LOW,0.1681,-,1,0.493,current,2025-12-25,63
126,BNR.AX,Bulletin Resources Limited,Gold,small,0.0415,-24.55,-5.44,-19.11,-15.83,-3.55,FLAT,-33.06,-30.84,-2.22,-33.06,23.03,LOW,0.9201,-,0,-0.069,current,2025-12-25,63
127,BTR.AX,Brightstar Resources Limited,Gold,small,0.36,-31.43,-5.44,-25.99,1.76,-11.6,STRONG_UP,-52.38,-30.84,-21.54,-42.86,12.5,HIGH,2.3044,-,0,-0.184,current,2025-12-25,63
128,NST.AX,Northern Star Resources Limited,Gold,large,18.8,-29.3,-5.44,-23.86,-4.97,-15.28,STRONG_UP,-45.32,-30.84,-14.48,-40.26,14.47,MED,1.3288,EARLY,0,-0.859,current,2025-12-25,63
129,MAT.AX,Matsa Resources Limited,Gold,small,0.087,-33.08,-5.44,-27.64,-0.55,-5.15,STRONG_UP,-52.9,-30.84,-22.06,-43.87,11.84,LOW,0.2631,-,0,-0.886,current,2025-12-25,63
130,OBM.AX,Ora Banda Mining Ltd,Gold,mid,1.14,-26.21,-5.44,-20.77,-15.06,14.65,FLAT,-37.31,-30.84,-6.47,-31.94,17.76,MED,1.4952,-,1,-1.039,current,2025-12-25,63
131,LRM.AX,Lion Rock Minerals Ltd,Gold,small,0.024,-29.41,-5.44,-23.97,-4.13,26.69,FLAT,-44.12,-30.84,-13.28,-29.41,13.82,LOW,0.2999,-,0,-1.458,current,2025-12-25,63
132,NVO.AX,Novo Resources Corp,Gold,small,0.076,-36.67,-5.44,-31.23,-12.56,-19.19,STRONG_UP,-61.54,-30.84,-30.7,-61.03,5.26,MED,1.417,-,0,-1.704,current,2025-12-25,63
133,TCG.AX,Turaco Gold Limited,Gold,mid,0.605,-27.11,-5.44,-21.67,-6.54,5.79,FLAT,-35.88,-30.84,-5.04,-28.82,16.45,MED,1.0345,-,1,-2.221,current,2025-12-25,63
134,KTA.AX,Krakatoa Resources Limited,Gold,small,0.0065,-35.0,-5.44,-29.56,-4.13,15.2,FLAT,-53.85,-30.84,-23.01,-50.0,8.55,LOW,0.3512,-,0,-2.356,current,2025-12-25,63
135,BGD.AX,Barton Gold Holdings Limited,Gold,small,0.885,-33.21,-5.44,-27.77,-6.87,-2.01,FLAT,-48.23,-30.84,-17.39,-37.23,11.18,MED,1.3516,-,0,-2.537,current,2025-12-25,63
136,M2M.AX,Mt Malcolm Mines NL,Gold,small,0.01,-33.33,-5.44,-27.89,-13.22,-6.23,FLAT,-47.37,-30.84,-16.53,-47.37,10.53,LOW,0.1117,-,0,-3.038,current,2025-12-25,63
137,MLS.AX,Metals Australia Limited,Gold,small,0.021,-25.0,-5.44,-19.56,-8.67,17.8,FLAT,-25.0,-30.84,5.84,-25.0,21.05,LOW,0.0,-,0,-3.261,current,2025-12-25,63
138,SVG.AX,Savannah Goldfields Limited,Gold,small,0.011,-35.29,-5.44,-29.85,-19.51,-4.32,FLAT,-50.0,-30.84,-19.16,-50.0,7.89,LOW,0.3523,-,0,-3.825,current,2025-12-25,63
139,MBG.AX,MB Gold Limited,Gold,small,0.17,-27.66,-5.44,-22.22,-4.13,-0.38,FLAT,-32.0,-30.84,-1.16,-32.0,15.13,LOW,0.1195,-,0,-4.001,current,2025-12-25,63
140,AAR.AX,Astral Resources NL,Gold,small,0.18,-33.33,-5.44,-27.89,-9.39,-9.73,STRONG_UP,-43.1,-30.84,-12.26,-37.93,10.53,MED,1.2971,-,0,-4.319,current,2025-12-25,63
141,VTX.AX,Vertex Minerals Limited,Gold,small,0.155,-35.42,-5.44,-29.98,6.59,-0.15,STRONG_UP,-47.17,-30.84,-16.33,-41.51,7.24,MED,1.4852,-,0,-4.921,current,2025-12-25,63
142,PNR.AX,Pantoro Gold Limited,Gold,mid,3.27,-35.63,-5.44,-30.19,-9.34,-20.18,STRONG_UP,-47.54,-30.84,-16.7,-44.48,6.58,MED,1.2997,EARLY,0,-5.092,current,2025-12-25,63
143,NXM.AX,Nexus Minerals Limited,Gold,small,0.048,-33.33,-5.44,-27.89,-16.85,-13.65,FLAT,-39.24,-30.84,-8.4,-39.24,10.53,LOW,0.0,-,0,-5.477,current,2025-12-25,63
144,MDX.AX,Mindax Limited,Gold,small,0.031,-31.11,-5.44,-25.67,-4.13,1.83,FLAT,-33.33,-30.84,-2.49,-31.11,13.16,LOW,0.0,-,0,-5.573,current,2025-12-25,63
145,ION.AX,Iondrive Limited,Gold,small,0.02,-50.62,-5.44,-45.18,-4.13,-15.15,STRONG_UP,-71.93,-30.84,-41.09,-64.91,0.0,HIGH,1.6175,-,0,-5.745,current,2025-12-25,63
146,POL.AX,Polymetals Resources Ltd,Gold,small,0.76,-43.07,-5.44,-37.63,5.23,-3.87,STRONG_UP,-58.18,-30.84,-27.34,-52.2,1.32,HIGH,1.8571,-,0,-6.454,current,2025-12-25,63
147,GG8.AX,Gorilla Gold Mines Ltd,Gold,small,0.34,-36.45,-5.44,-31.01,-5.57,-6.07,STRONG_UP,-44.55,-30.84,-13.71,-38.18,5.92,LOW,0.7605,-,0,-6.515,current,2025-12-25,63
148,KNB.AX,Koonenberry Gold Limited,Gold,small,0.025,-41.86,-5.44,-36.42,0.04,8.55,FLAT,-52.17,-30.84,-21.33,-45.65,2.63,LOW,0.4243,-,0,-7.38,current,2025-12-25,63
149,NPM.AX,New Peak Metals Limited,Gold,small,0.014,-41.67,-5.44,-36.23,-26.35,-14.02,FLAT,-50.0,-30.84,-19.16,-50.0,3.95,HIGH,6.0668,-,0,-7.559,current,2025-12-25,63
150,MEK.AX,Meeka Metals Limited,Gold,small,0.16,-41.82,-5.44,-36.38,-4.13,-8.09,STRONG_UP,-50.82,-30.84,-19.98,-47.54,3.29,HIGH,1.5638,-,0,-7.571,current,2025-12-25,63
151,GHM.AX,Golden Horse Minerals Limited,Gold,small,0.47,-40.32,-5.44,-34.88,0.32,-10.51,STRONG_UP,-47.47,-30.84,-16.63,-40.51,4.61,MED,1.2088,-,0,-7.58,current,2025-12-25,63
152,ICL.AX,Iceni Gold Limited,Gold,small,0.04,-42.86,-5.44,-37.42,-6.56,0.78,FLAT,-52.0,-30.84,-21.16,-46.67,1.97,LOW,0.5581,-,0,-8.029,current,2025-12-25,63
153,PGD.AX,Peregrine Gold Limited,Gold,small,0.13,-50.0,-5.44,-44.56,-17.46,-23.49,STRONG_UP,-60.66,-30.84,-29.82,-57.38,0.66,LOW,0.0468,-,0,-8.68,current,2025-12-25,63
