rank,ticker,name,sector,cap_band,close,ret_period,bench_ret,rs_vs_bench,rs_5d,rs_21d,rs_trend,max_dd_period,bench_dd,dd_vs_bench,current_dd,peer_rs_score,vol_label,rel_vol,acc_watch,pass_trend,score,period_label,period_start,trading_days
33,VTM.AX,Victory Metals Limited,Gold,small,1.475,23.43,-5.44,28.87,1.61,39.41,FLAT,-18.38,-30.84,12.46,-4.53,82.24,MED,1.0194,-,1,32.482,current,2025-12-25,63
34,RR1.AX,Reach Resources Limited,Gold,small,0.0115,15.0,-5.44,20.44,0.42,-0.99,FLAT,-35.29,-30.84,-4.45,-32.35,76.32,LOW,0.4397,-,1,32.407,current,2025-12-25,63
35,AA2.AX,Ariana Resources plc,Gold,small,0.34,21.43,-5.44,26.87,-14.65,14.24,STRONG_DOWN,-21.43,-30.84,9.41,-19.05,80.26,LOW,0.2274,-,0,32.003,current,2025-12-25,63
36,ORE.AX,Orezone Gold Corporation,Gold,mid,2.25,10.84,-5.44,16.28,2.01,3.87,STRONG_DOWN,-38.91,-30.84,-8.07,-27.65,73.03,HIGH,2.9685,-,0,30.842,current,2025-12-25,63
37,BCM.AX,Brazilian Critical Minerals Limited,Gold,small,0.03,11.11,-5.44,16.55,-4.13,3.43,STRONG_DOWN,-37.5,-30.84,-6.66,-25.0,73.68,LOW,0.5321,-,1,30.722,current,2025-12-25,63
38,R8R.AX,Regener8 Resources NL,Gold,small,0.165,17.86,-5.44,23.3,-1.0,72.35,FLAT,-21.43,-30.84,9.41,-13.16,78.95,LOW,0.0,-,1,30.182,current,2025-12-25,63
39,TAM.AX,Tanami Gold NL,Gold,small,0.093,10.71,-5.44,16.15,-7.25,22.35,FLAT,-34.4,-30.84,-3.56,-25.6,72.37,LOW,0.6827,-,1,29.239,current,2025-12-25,63
40,CTO.AX,Citigold Corporation Limited,Gold,small,0.017,6.25,-5.44,11.69,-9.68,11.82,FLAT,-43.48,-30.84,-12.64,-26.09,69.08,LOW,0.0564,-,1,29.192,current,2025-12-25,63
41,GBR.AX,Great Boulder Resources Limited,Gold,small,0.093,5.68,-5.44,11.12,-15.55,-8.76,STRONG_DOWN,-42.58,-30.84,-11.74,-40.0,68.42,LOW,0.5975,-,1,28.496,current,2025-12-25,63
42,GUL.AX,Gullewa Limited,Gold,small,0.1,13.64,-5.44,19.08,-4.13,22.35,FLAT,-22.5,-30.84,8.34,-16.67,75.66,LOW,0.0836,-,1,27.828,current,2025-12-25,63
43,TGM.AX,Theta Gold Mines Limited,Gold,small,0.21,16.67,-5.44,22.11,-2.92,11.71,STRONG_DOWN,-16.33,-30.84,14.51,-14.29,77.63,LOW,0.1758,-,1,27.78,current,2025-12-25,63
44,AXN.AX,Alliance Nickel Limited,Gold,small,0.04,11.11,-5.44,16.55,-6.56,9.3,STRONG_DOWN,-27.45,-30.84,3.39,-21.57,73.68,LOW,0.2314,-,0,27.707,current,2025-12-25,63
45,GPR.AX,Geopacific Resources Limited,Gold,small,0.039,5.41,-5.44,10.85,-22.88,0.35,STRONG_DOWN,-37.7,-30.84,-6.86,-36.07,67.76,LOW,0.0,-,1,26.726,current,2025-12-25,63
46,RXR.AX,Robex Resources Inc.,Gold,mid,5.98,6.79,-5.44,12.23,-7.67,2.08,STRONG_DOWN,-29.77,-30.84,1.07,-24.87,69.74,LOW,0.4051,-,1,25.493,current,2025-12-25,63
47,ORP.AX,Orpheus Uranium Limited,Gold,small,0.055,10.0,-5.44,15.44,-9.3,5.68,STRONG_DOWN,-21.43,-30.84,9.41,-21.43,71.71,LOW,0.7869,-,1,24.866,current,2025-12-25,63
48,RSG.AX,Resolute Mining Limited,Gold,mid,1.345,7.17,-5.44,12.61,-1.45,13.84,FLAT,-25.61,-30.84,5.23,-17.99,71.05,LOW,0.8736,-,1,24.79,current,2025-12-25,63
49,ALK.AX,Alkane Resources Limited,Gold,mid,1.47,6.91,-5.44,12.35,-2.4,6.11,STRONG_DOWN,-25.77,-30.84,5.07,-17.65,70.39,LOW,0.6158,-,1,24.536,current,2025-12-25,63
50,BM1.AX,Ballard Mining Limited,Gold,small,0.695,0.0,-5.44,5.44,3.63,6.59,FLAT,-43.65,-30.84,-12.81,-29.44,59.87,HIGH,2.377,-,0,23.98,current,2025-12-25,63
51,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.995,12.43,-5.44,17.87,-4.13,22.35,FLAT,-11.16,-30.84,19.68,-11.16,75.0,LOW,0.0,PROGRESS,0,23.744,current,2025-12-25,63
52,EVN.AX,Evolution Mining Limited,Gold,large,12.9,0.37,-5.44,5.81,1.53,2.79,STRONG_DOWN,-34.17,-30.84,-3.33,-26.16,65.79,MED,1.3828,-,1,23.06,current,2025-12-25,63
53,TRE.AX,Toubani Resources Inc,Gold,small,0.42,5.0,-5.44,10.44,-4.13,9.85,STRONG_DOWN,-26.21,-30.84,4.63,-18.45,67.11,LOW,0.6129,-,1,22.92,current,2025-12-25,63
54,PDI.AX,Predictive Discovery Limited,Gold,mid,0.765,0.66,-5.44,6.1,-8.5,2.87,STRONG_DOWN,-29.85,-30.84,0.99,-23.88,66.45,MED,1.1105,-,1,22.078,current,2025-12-25,63
55,TTM.AX,Titan Minerals Limited,Gold,small,0.835,0.0,-5.44,5.44,-7.03,9.33,FLAT,-35.78,-30.84,-4.94,-28.02,59.87,LOW,0.3848,-,1,21.619,current,2025-12-25,63
56,PEC.AX,Perpetual Resources Limited,Gold,small,0.01,0.0,-5.44,5.44,-4.13,-0.73,STRONG_DOWN,-35.71,-30.84,-4.87,-28.57,59.87,LOW,0.0317,-,0,21.598,current,2025-12-25,63
57,PVW.AX,PVW Resources Limited,Gold,small,0.015,-6.25,-5.44,-0.81,-10.38,-9.47,STRONG_DOWN,-50.0,-30.84,-19.16,-42.31,53.29,LOW,0.5839,-,0,21.411,current,2025-12-25,63
58,KAU.AX,Kaiser Reef Limited,Gold,small,0.27,-3.57,-5.44,1.87,-7.7,-8.42,FLAT,-40.96,-30.84,-10.12,-34.94,57.89,LOW,0.9774,-,1,21.151,current,2025-12-25,63
59,GGP.AX,Greatland Resources Limited,Gold,large,10.41,-1.98,-5.44,3.46,-8.62,-0.08,STRONG_DOWN,-36.89,-30.84,-6.05,-27.96,58.55,HIGH,1.9286,-,0,20.764,current,2025-12-25,63
60,WSR.AX,Westar Resources Limited,Gold,small,0.006,0.0,-5.44,5.44,4.97,8.06,FLAT,-31.25,-30.84,-0.41,-25.0,59.87,LOW,0.0315,-,0,20.26,current,2025-12-25,63
61,FAL.AX,Falcon Metals Limited,Gold,small,0.56,-8.2,-5.44,-2.76,7.87,0.12,STRONG_UP,-49.72,-30.84,-18.88,-37.43,51.97,LOW,0.4191,-,0,20.151,current,2025-12-25,63
62,MDI.AX,Middle Island Resources Limited,Gold,small,0.027,-12.9,-5.44,-7.46,-22.31,-29.44,FLAT,-60.66,-30.84,-29.82,-55.74,46.05,MED,1.4035,-,0,19.777,current,2025-12-25,63
63,STK.AX,Strickland Metals Limited,Gold,mid,0.2,0.0,-5.44,5.44,6.99,9.3,FLAT,-28.57,-30.84,2.27,-18.37,59.87,LOW,0.6726,-,1,19.456,current,2025-12-25,63
64,DPM.AX,DPM Metals Inc.,Gold,large,47.32,-1.48,-5.44,3.96,-0.33,3.6,STRONG_DOWN,-30.84,-30.84,0.0,-22.43,59.21,HIGH,2.7506,-,0,19.347,current,2025-12-25,63
65,SBM.AX,St Barbara Limited,Gold,mid,0.57,-5.0,-5.44,0.44,-1.42,-10.2,FLAT,-38.37,-30.84,-7.53,-33.72,55.26,HIGH,1.5283,-,1,19.013,current,2025-12-25,63
66,NEM.AX,Newmont Corporation,Gold,large,149.23,-3.89,-5.44,1.55,-2.09,7.77,FLAT,-29.94,-30.84,0.9,-20.7,57.24,HIGH,2.2233,-,1,17.522,current,2025-12-25,63
67,NSM.AX,North Stawell Minerals Limited,Gold,small,0.028,0.0,-5.44,5.44,-10.79,18.9,FLAT,-20.0,-30.84,10.84,-20.0,59.87,LOW,0.1863,-,0,16.885,current,2025-12-25,63
68,PRX.AX,Prodigy Gold NL,Gold,small,0.06,0.0,-5.44,5.44,-4.13,14.65,FLAT,-20.0,-30.84,10.84,-14.29,59.87,LOW,0.1842,-,1,16.885,current,2025-12-25,63
69,TBR.AX,Tribune Resources Ltd,Gold,small,5.69,-4.37,-5.44,1.07,4.46,11.95,FLAT,-25.78,-30.84,5.06,-19.41,56.58,LOW,0.4649,-,0,15.884,current,2025-12-25,63
70,AVW.AX,Avira Resources Limited,Gold,small,0.01,-9.09,-5.44,-3.65,-13.22,-10.99,STRONG_DOWN,-37.5,-30.84,-6.66,-37.5,50.66,LOW,0.3657,-,0,15.736,current,2025-12-25,63
71,GBM.AX,GBM Resources Limited,Gold,small,0.029,-9.38,-5.44,-3.94,7.41,2.9,STRONG_UP,-38.1,-30.84,-7.26,-30.95,50.0,LOW,0.6965,-,0,15.602,current,2025-12-25,63
72,NMG.AX,New Murchison Gold Limited,Gold,small,0.043,-14.0,-5.44,-8.56,-4.13,-13.47,FLAT,-50.67,-30.84,-19.83,-42.67,42.76,MED,1.1998,-,1,15.353,current,2025-12-25,63
73,MOH.AX,Moho Resources Limited,Gold,small,0.0075,-16.67,-5.44,-11.23,3.02,29.49,FLAT,-57.14,-30.84,-26.3,-46.43,37.5,HIGH,1.9236,-,1,14.648,current,2025-12-25,63
74,STN.AX,Saturn Metals Limited,Gold,small,0.445,-11.88,-5.44,-6.44,7.12,6.31,STRONG_UP,-40.0,-30.84,-9.16,-28.8,47.37,MED,1.0394,-,0,14.383,current,2025-12-25,63
75,MAN.AX,Mandrake Resources Limited,Gold,small,0.021,-4.55,-5.44,0.89,-12.82,13.65,FLAT,-19.23,-30.84,11.61,-19.23,55.92,MED,1.3198,-,0,13.649,current,2025-12-25,63
76,RMS.AX,Ramelius Resources Limited,Gold,large,3.68,-11.1,-5.44,-5.66,-2.19,0.23,FLAT,-33.84,-30.84,-3.0,-26.44,49.34,MED,1.1701,-,1,13.438,current,2025-12-25,63
77,WWI.AX,West Wits Mining Limited,Gold,small,0.065,-12.16,-5.44,-6.72,-11.27,0.66,FLAT,-37.63,-30.84,-6.79,-30.11,46.71,LOW,0.8073,-,1,13.362,current,2025-12-25,63
78,A8G.AX,Australasian Metals Limited,Gold,small,0.079,-5.95,-5.44,-0.51,-4.13,14.21,FLAT,-21.0,-30.84,9.84,-21.0,54.61,LOW,0.0,-,0,13.227,current,2025-12-25,63
79,ODY.AX,Odyssey Gold Limited,Gold,small,0.032,-13.51,-5.44,-8.07,6.22,13.77,FLAT,-40.91,-30.84,-10.07,-27.27,44.74,HIGH,2.6494,-,1,13.215,current,2025-12-25,63
80,AQI.AX,Alicanto Minerals Limited,Gold,small,1.475,-15.23,-5.44,-9.79,-6.12,-14.08,FLAT,-47.03,-30.84,-16.19,-37.5,40.13,MED,1.3016,-,1,12.98,current,2025-12-25,63
81,REZ.AX,Resources & Energy Group Limited,Gold,small,0.013,-7.14,-5.44,-1.7,-4.13,9.01,FLAT,-23.53,-30.84,7.31,-23.53,52.63,LOW,0.4068,-,0,12.916,current,2025-12-25,63
82,AGC.AX,Australian Gold and Copper Ltd,Gold,small,0.205,-16.33,-5.44,-10.89,6.69,9.58,FLAT,-49.18,-30.84,-18.34,-32.79,38.82,LOW,0.8916,-,1,12.792,current,2025-12-25,63
83,FG1.AX,Flynn Gold Limited,Gold,small,0.021,-8.7,-5.44,-3.26,-12.82,6.35,FLAT,-25.93,-30.84,4.91,-22.22,51.32,MED,1.2807,-,0,12.619,current,2025-12-25,63
84,WGX.AX,Westgold Resources Limited,Gold,large,5.62,-13.27,-5.44,-7.83,0.34,-5.69,STRONG_UP,-37.64,-30.84,-6.8,-30.19,45.39,HIGH,1.9058,-,1,12.525,current,2025-12-25,63
85,PRU.AX,Perseus Mining Limited,Gold,large,5.02,-11.33,-5.44,-5.89,1.34,6.03,FLAT,-28.47,-30.84,2.37,-21.26,48.68,MED,1.1339,-,1,11.537,current,2025-12-25,63
86,RRL.AX,Regis Resources Limited,Gold,mid,6.4,-15.13,-5.44,-9.69,-3.5,-8.46,STRONG_UP,-39.58,-30.84,-8.74,-33.22,41.45,HIGH,1.6199,-,1,11.181,current,2025-12-25,63
87,GCR.AX,Golden Cross Resources Ltd,Gold,small,0.002,0.0,-5.44,5.44,-4.13,22.35,FLAT,0.0,-30.84,30.84,0.0,59.87,LOW,,-,1,10.885,current,2025-12-25,63
88,CLZ.AX,Classic Minerals Limited,Gold,small,0.001,0.0,-5.44,5.44,-4.13,22.35,FLAT,0.0,-30.84,30.84,0.0,59.87,LOW,,-,1,10.885,current,2025-12-25,63
89,SRR.AX,Sarama Resources Limited,Gold,small,0.038,-11.63,-5.44,-6.19,-6.69,10.72,FLAT,-26.92,-30.84,3.92,-26.92,48.03,LOW,0.0467,-,0,10.757,current,2025-12-25,63
90,DTM.AX,Dart Mining NL,Gold,small,0.032,-13.51,-5.44,-8.07,-12.7,2.35,FLAT,-31.91,-30.84,-1.07,-31.91,44.74,LOW,0.1041,-,0,10.515,current,2025-12-25,63
91,KAL.AX,Kalgoorlie Gold Mining Limited,Gold,small,0.042,-15.15,-5.44,-9.71,6.4,17.8,FLAT,-34.62,-30.84,-3.78,-19.23,40.79,LOW,0.7725,-,0,9.487,current,2025-12-25,63
92,YRL.AX,Yandal Resources Limited,Gold,small,0.2,-14.89,-5.44,-9.45,-4.13,15.37,FLAT,-32.14,-30.84,-1.3,-28.57,42.11,LOW,0.1944,-,0,9.243,current,2025-12-25,63
93,MM8.AX,Medallion Metals Limited,Gold,small,0.38,-16.48,-5.44,-11.04,-4.13,9.7,FLAT,-37.74,-30.84,-6.9,-28.3,38.16,LOW,0.3807,-,0,9.102,current,2025-12-25,63
94,GML.AX,Gateway Mining Limited,Gold,small,0.062,-13.89,-5.44,-8.45,-7.25,-0.15,FLAT,-28.4,-30.84,2.44,-23.46,43.42,LOW,0.9217,-,1,8.914,current,2025-12-25,63
95,KCN.AX,Kingsgate Consolidated Limited,Gold,mid,4.62,-17.46,-5.44,-12.02,-22.79,-6.06,FLAT,-40.36,-30.84,-9.52,-35.92,35.53,LOW,0.8325,-,1,8.707,current,2025-12-25,63
96,CYL.AX,Catalyst Metals Limited,Gold,mid,6.26,-17.63,-5.44,-12.19,-1.0,-4.95,STRONG_UP,-41.6,-30.84,-10.76,-35.06,34.21,HIGH,1.5317,EARLY,0,8.615,current,2025-12-25,63
97,SNG.AX,Siren Gold Limited,Gold,small,0.08,-17.53,-5.44,-12.09,-17.17,7.45,FLAT,-40.8,-30.84,-9.96,-36.0,34.87,LOW,0.2455,-,0,8.613,current,2025-12-25,63
98,OZZ.AX,OZZ Resources Limited,Gold,small,0.0516,-6.09,-5.44,-0.65,-4.12,16.26,FLAT,-6.1,-30.84,24.74,-6.09,53.95,LOW,,-,0,8.503,current,2025-12-25,63
99,AAJ.AX,Aruma Resources Limited,Gold,small,0.011,-26.67,-5.44,-21.23,-4.13,-4.32,STRONG_UP,-68.97,-30.84,-38.13,-62.07,17.11,LOW,0.526,-,0,8.08,current,2025-12-25,63
100,GMD.AX,Genesis Minerals Limited,Gold,large,6.11,-17.32,-5.44,-11.88,6.76,6.16,STRONG_UP,-36.46,-30.84,-5.62,-27.43,36.84,HIGH,1.651,-,1,7.986,current,2025-12-25,63
101,HAW.AX,Hawthorn Resources Limited,Gold,small,0.086,-18.1,-5.44,-12.66,-5.27,-5.99,STRONG_UP,-40.69,-30.84,-9.85,-40.69,33.55,LOW,0.0782,-,1,7.956,current,2025-12-25,63
102,BGL.AX,Bellevue Gold Limited,Gold,mid,1.405,-17.35,-5.44,-11.91,-8.55,-0.88,FLAT,-36.93,-30.84,-6.09,-29.4,36.18,LOW,0.9389,-,1,7.917,current,2025-12-25,63
103,G11.AX,G11 Resources Limited,Gold,small,0.27,-15.62,-5.44,-10.18,-14.13,6.72,FLAT,-30.77,-30.84,0.07,-30.77,39.47,LOW,0.7699,-,1,7.748,current,2025-12-25,63
104,BHL.AX,Black Horse Mining Limited,Gold,small,0.295,-25.32,-5.44,-19.88,7.2,-7.42,STRONG_UP,-62.81,-30.84,-31.97,-51.24,19.74,LOW,0.7206,-,0,7.561,current,2025-12-25,63
105,DMG.AX,Dragon Mountain Gold,Gold,small,0.007,-22.22,-5.44,-16.78,-26.35,-19.32,STRONG_DOWN,-50.0,-30.84,-19.16,-50.0,26.97,LOW,0.4201,-,0,7.127,current,2025-12-25,63
